labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.15,167.666667002,21.500000042999996,2
2,4,0.15,174.833333683,20.166666707,2
3,6,0.15,185.00000037,22.833333379,2
4,10,0.15,124.166666915,16.6666667,2
5,14,0.15,114.666666896,14.666666695999998,2
6,18,0.22,106.166666879,15.00000003,2
7,22,0.23454545454545456,76.33333348599999,12.333333358,2
8,40,0.3,87.333333508,12.166666691,2
9,52,0.288,54.333333442,12.666666692,2
10,62,0.27799999999999997,45.500000091,10.166666687,2
11,72,0.268,30.833333395,10.500000021,2
12,100,0.24,130.66666692799998,17.333333367999998,2
