labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.500119665,67.36,5.547,2,24.14,1.462
2,4,0.467816995,89.6,6.979,2,25.205,1.581
3,6,0.421306999,115.6,8.74,2,23.185,1.6485
4,8,0.471488099,90.75,7.873,2,23.28,1.7805
5,10,0.495661113,84.89,7.587,2,22.155,1.718
6,12,0.583619262,59.82,6.201,2,27.604999999999997,1.9815
7,14,0.593734809,74.48,7.17,2,28,2.0135
8,16,0.593207343,63.54,6.595,2,24.975,1.9145
9,18,0.557767357,75.61,6.198,2,24.36,1.5245
10,20,0.610294924,61.21,6.593,2,29.205,2.0315
11,22,0.632676106,55.16,5.091,2,27.835,1.592
12,24,0.571247048,62.8,7.022,2,25.945,2.0685
13,26,0.657804542,45.65,5.376,2,26.595,1.8765
14,28,0.653200047,44.94,5.271,2,25.1,1.8325
15,30,0.601903852,45.28,6.244,2,25.285,2.054
16,32,0.585621305,46.46,9.075,2,26.825,3.0069999999999997
17,34,0.575116395,52.28,7.23,2,25.59,2.254
18,36,0.603415683,39.74,8.308,2,25.68,2.7435
19,38,0.621033451,34.36,6.326,2,26.494999999999997,2.332
20,40,0.560325177,42.15,8.17,2,27.23,2.7195
21,42,0.614560037,29.35,5.447,2,24.23,2.0205
22,44,0.597490609,34.73,3.518,2,25.555,1.38
23,46,0.56493655,35.92,4.548,2,25.35,1.3495
24,48,0.592082314,30.58,3.86,2,24.700000000000003,1.4895
25,50,0.705572247,19.03,2.474,2,18.284999999999997,1.0074
26,52,0.609589516,30.36,4.75,2,24.625,1.804
27,54,0.649958339,27.78,4.657,2,25.85,1.8445
28,56,0.619576313,28.25,4.624,2,24.09,1.7025
