depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-59	-59
2	-57	-57	-57	-57
3	-56	-55	-56	-56
4	-55	-54	-54	-54
5	-54	-52	-53	-53
6	-52	-51	-52	-52
7	-51	-49	-50	-50
8	-50	-48	-49	-49
9	-49	-47	-48	-48
10	-47	-45	-46	-46
11	-46	-44	-45	-45
12	-45	-42	-44	-44
13	-44	-41	-42	-42
14	-42	-39	-41	-41
15	-41	-38	-40	-40
16	-40	-37	-38	-38
17	-39	-35	-37	-37
18	-38	-34	-36	-36
19	-36	-32	-34	-34
20	-35	-31	-33	-33
21	-34	-30	-32	-32
22	-33	-28	-30	-30
23	-31	-27	-29	-29
24	-30	-26	-28	-28
25	-29	-24	-27	-27
26	-28	-23	-25	-25
27	-27	-21	-24	-24
28	-26	-20	-23	-23
29	-25	-19	-22	-22
30	-23	-17	-20	-20
31	-22	-16	-19	-19
32	-21	-15	-18	-18
33	-20	-13	-17	-17
34	-19	-12	-15	-15
35	-18	-11	-14	-14
36	-17	-9	-13	-13
37	-16	-8	-12	-12
38	-15	-7	-11	-11
39	-14	-5	-9	-9
40	-13	-4	-8	-8
41	-12	-3	-7	-7
42	-11	-1	-6	-6
43	-10	0	-5	-5
44	-10	1	-4	-4
45	-9	3	-2	-3
46	-8	4	-1	-1
47	-7	5	0	0
48	-7	7	1	1
49	-6	8	2	2
50	-5	9	3	3
51	-5	11	4	4
52	-4	12	5	5
53	-4	13	7	6
54	-3	14	8	7
55	-3	16	9	8
56	-2	17	10	9
