depth	min	max	median	mean
0	-66	-66	-66	-66
1	-62	-60	-61	-61
2	-58	-54	-56	-56
3	-53	-47	-50	-50
4	-50	-44	-47	-47
5	-46	-40	-43	-43
6	-42	-35	-38	-38
7	-36	-29	-33	-33
8	-31	-22	-27	-27
9	-26	-16	-21	-21
10	-20	-8	-14	-14
11	-13	1	-6	-6
12	-5	12	3	3
13	3	25	13	13
14	12	41	26	26
15	21	57	38	38
16	27	69	47	47
17	31	77	52	53
18	35	83	57	57
19	38	89	61	62
20	41	96	66	67
21	45	102	71	71
22	49	108	76	76
23	52	115	80	81
24	56	120	85	86
25	60	127	90	91
26	63	133	95	95
27	66	139	99	100
28	69	146	104	105
29	72	153	108	109
30	75	162	113	114
