labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.305949300512207,73.56811931,4.200255947,2,19.68914174,3.991042244
2,6,0.209535255411501,190.8291962,7.893658583,2,38.78230523,6.079388388
3,10,0.147128935891952,161.5444847,7.925703435,2,33.54846384,7.206707047
4,14,0.867290681804519,37.26485207,3.105404339,2,29.19900095,3.235116583
5,18,1.31035534839532,28.95780175,3.010902934,2,34.96393894,3.291770333
6,22,1.2827466546075,25.194516,2.789392843,2,27.03340911,3.175064828
7,26,0.554305672249661,57.07058761,4.109082308,2,43.82865031,4.975144089
8,30,0.570298789259928,47.68283003,4.110588795,2,50.81716317,4.2259595150000004
9,34,0.552918790251603,50.41483707,3.985788401,2,54.85239677,4.339236256
10,38,0.716951114849753,51.11067025,3.715313948,2,49.01121352,4.221554106
11,42,0.505502357401195,45.47923756,4.176664674,2,38.33462043,4.701415713
12,46,0.41926257733714,45.28812908,3.992656216,2,53.39070493,4.380168697
13,50,0.435707567147277,45.65748499,4.172355025,2,44.92384307,4.839861547
14,54,0.524293910952948,41.46375434,4.158978399,2,44.49870232,4.476200825
