depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-59	-59
2	-59	-56	-57	-57
3	-57	-49	-54	-54
4	-56	-40	-51	-51
5	-52	-32	-45	-44
6	-48	-24	-39	-38
7	-44	-19	-32	-32
8	-41	-11	-26	-26
9	-37	4	-18	-18
10	-34	19	-11	-10
11	-29	25	-5	-4
12	-26	34	0	1
13	-24	38	3	4
14	-23	43	5	6
15	-21	48	9	10
16	-19	54	12	14
17	-17	58	15	17
18	-15	64	18	20
19	-13	69	22	23
20	-11	75	26	27
21	-9	79	29	30
22	-7	84	32	33
23	-4	89	36	37
24	-2	94	40	41
25	2	100	45	47
26	6	106	51	52
27	10	111	56	57
28	13	118	60	61
29	16	122	65	66
30	19	128	70	71
31	23	132	75	75
32	27	137	80	80
33	31	142	84	85
34	35	148	89	90
35	40	152	94	94
36	43	158	99	99
37	49	162	104	104
38	54	167	109	109
39	58	171	114	114
40	62	177	119	119
41	66	181	124	124
42	70	186	129	129
43	74	191	134	133
44	78	196	139	138
45	83	200	144	143
46	87	205	149	148
47	91	208	154	153
48	96	213	158	157
49	100	217	163	162
50	104	222	168	167
51	109	226	173	172
52	112	231	178	177
53	116	235	183	182
54	121	239	188	186
