depth	min	max	median	mean
0	-59	-59	-59	-59
1	-55	-51	-53	-53
2	-51	-43	-48	-48
3	-47	-35	-42	-42
4	-43	-26	-36	-36
5	-39	-15	-30	-30
6	-35	-5	-25	-23
7	-32	2	-19	-18
8	-28	10	-13	-12
9	-25	18	-8	-7
10	-22	27	-3	-1
11	-18	33	3	4
12	-15	41	8	9
13	-12	47	12	14
14	-10	54	17	18
15	-7	60	22	23
16	-4	67	26	28
17	-1	72	31	32
18	1	79	36	37
19	4	85	41	42
20	7	92	46	47
21	11	98	51	52
22	14	105	56	57
23	18	111	61	62
24	21	117	66	67
25	24	123	71	72
26	28	129	76	77
27	32	135	81	82
28	35	142	86	87
29	39	148	91	92
30	42	154	96	97
31	46	160	101	102
32	49	167	106	107
33	53	173	111	112
34	57	180	116	117
35	60	187	121	122
36	63	193	126	127
37	67	199	131	132
38	70	207	136	137
39	73	215	141	142
40	75	223	146	147
41	78	231	151	152
42	80	240	156	157
