depth	min	max	median	mean
0	-64	-64	-64	-64
1	-63	-57	-61	-61
2	-62	-50	-57	-57
3	-60	-44	-54	-53
4	-59	-37	-50	-50
5	-58	-32	-47	-47
6	-56	-27	-45	-44
7	-55	-22	-42	-41
8	-54	-16	-39	-38
9	-52	-11	-36	-35
10	-51	-6	-33	-32
11	-50	0	-30	-29
12	-49	6	-28	-26
13	-47	11	-24	-22
14	-46	17	-21	-19
15	-45	23	-17	-15
16	-43	29	-14	-12
17	-42	35	-10	-8
18	-41	41	-6	-4
19	-40	47	-2	0
20	-39	54	2	4
21	-37	60	6	8
22	-36	67	11	12
23	-35	72	15	16
24	-34	78	19	20
25	-33	85	24	25
26	-32	91	28	29
27	-31	97	33	33
28	-30	103	37	38
29	-29	109	42	42
30	-28	115	47	46
31	-27	121	51	51
32	-26	127	56	55
33	-25	133	61	60
34	-24	139	66	64
35	-23	145	71	69
36	-23	152	76	73
37	-22	158	81	78
38	-21	166	86	82
39	-20	173	91	86
40	-20	181	95	91
