labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.19,162.9666669926,7.866666682399999,2
2,4,0.37,116.000000232,5.6500000113,2
3,6,0.4,140.3833336141,6.4000000128,2
4,8,0.64,126.7666669202,6.466666679599999,2
5,10,0.32,151.166666969,7.100000014199999,2
6,12,0.28,161.5666669898,9.6166666859,2
7,14,0.18,132.9500002659,8.0333333494,2
8,16,0.17,148.93333363119999,8.416666683499999,2
9,18,0.17,155.2666669772,8.150000016299998,2
10,20,0.18,117.2333335678,6.9500000139,2
11,22,0.16,117.7500002355,6.9333333472,2
12,24,0.15,114.4333335622,7.333333347999999,2
13,26,0.36,89.81666684630001,6.333333346,2
14,28,0.53,63.7833334609,3.666666674,2
15,30,0.17,96.1333335256,7.0500000141,2
16,32,0.17,80.4166668275,6.6000000132,2
17,34,0.13,99.5166668657,7.3833333481,2
18,36,0.15,180.7333336948,13.5833333605,2
19,38,0.15,67.8666668024,6.3500000127,2
20,40,0.23,61.66666679,5.533333344400001,2
21,42,0.35,48.8833334311,4.000000008,2
22,44,0.2,49.40000009879999,2.7666666722000004,2
23,46,0.16,50.0500001001,5.9333333451999994,2
