depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-65	-65	-65
2	-64	-63	-64	-64
3	-63	-62	-62	-62
4	-62	-60	-61	-61
5	-60	-58	-59	-59
6	-58	-56	-57	-57
7	-55	-52	-54	-54
8	-53	-49	-51	-51
9	-50	-46	-48	-48
10	-48	-43	-45	-45
11	-45	-40	-42	-42
12	-43	-36	-39	-39
13	-41	-34	-37	-38
14	-40	-32	-36	-36
15	-38	-30	-34	-34
16	-36	-27	-31	-31
17	-34	-24	-29	-29
18	-32	-21	-26	-26
19	-30	-18	-24	-24
20	-28	-15	-22	-22
21	-26	-13	-19	-19
22	-25	-10	-17	-17
23	-23	-7	-15	-15
24	-21	-4	-12	-12
25	-19	0	-9	-9
26	-16	4	-6	-6
27	-14	7	-3	-3
28	-12	11	0	0
29	-10	16	4	3
30	-8	20	7	7
31	-6	25	11	10
32	-4	30	14	14
33	-2	36	19	18
34	1	43	23	23
35	6	51	30	29
36	10	60	36	36
37	12	68	41	41
38	14	76	46	46
39	16	85	52	51
40	18	94	57	56
41	20	101	61	61
42	21	108	65	65
43	23	116	69	69
44	24	124	72	72
45	25	131	76	76
46	26	139	79	80
