labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,1.43,0.22138189686633056,205.2844084493701,7.923978166145685,1.43
2,2.86,0.22138189686633056,164.98705797266948,8.620573779071982,1.43
3,4.29,0.2008541161030898,147.56922709094067,7.797503695009564,1.4300000000000002
4,5.72,0.17682620708371546,130.20008087410045,7.434281540899188,1.4299999999999997
5,7.1499999999999995,0.15973141374087887,132.47674368293528,7.635041320526134,1.4299999999999997
6,8.58,0.1859742224414065,112.6467297261322,7.298238827326876,1.4300000000000006
7,10.01,0.23379390871054684,130.12854236812566,7.153691623020326,1.4299999999999997
8,11.44,0.2021579288081284,110.36603009259258,7.089265046296296,1.4299999999999997
9,12.87,0.22445239176451565,123.68639770723104,7.716257716049383,1.4299999999999997
10,14.3,0.22906150531831296,114.37423428517576,6.946873134797225,1.4300000000000015
11,15.73,0.17680241033181138,95.60830826725,6.978352968431927,1.4299999999999997
12,17.16,0.1245433153453098,88.54763741916518,7.849843612213404,1.4299999999999997
13,18.59,0.13149106035837516,79.49508733624454,7.0227670629144425,1.4299999999999997
14,20.02,0.12102178134424922,94.69526832614004,7.214532311218173,1.4299999999999997
15,21.45,0.10236525250109346,98.2027855369336,7.487028200220704,1.4299999999999997
16,22.88,0.1455970496527775,69.10886833410173,8.2847378304134,1.4299999999999997
17,24.31,0.22462679929239937,81.6657169990503,7.848799857549858,1.4299999999999997
18,25.74,0.18466430190337915,76.20306254200713,7.53444364851958,1.4299999999999997
19,27.17,0.13063823009727896,74.11677680704896,7.677073999402628,1.4300000000000033
20,28.6,0.14500550772758827,64.21296296296295,6.748120121242317,1.4299999999999997
21,30.03,0.12674922891967272,62.96542372651243,6.085873011024219,1.4299999999999997
22,31.459999999999997,0.10849295011175714,56.14830173775671,7.131899464630505,1.4299999999999962
23,32.89,0.10849295011175714,48.12059978337394,6.1891698257965535,1.4300000000000033
24,34.32,0.10849295011175714,62.29153260403261,7.254949145574146,1.4299999999999997
25,35.75,0.10849295011175714,54.08240512492772,6.406786382726195,1.4299999999999997
26,44.33,0.10849295011175714,56.23234041706461,5.990066691870953,1.4299999999999997
27,58.629999999999995,0.10849295011175714,68.30905341934753,5.831410215601392,1.4299999999999926
28,74.36,0.10849295011175714,42.84672795571372,5.5540785224726505,2.8599999999999994
29,88.66,0.10849295011175714,45.29874862486248,5.992150256692336,2.8599999999999994
