labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,1.047,0.2368301980388565,140.6625873729121,76.01460551572757,1.047
2,2.094,0.3034813824039022,142.1343112775697,76.80993079823519,1.047
3,3.141,0.45917492558227174,123.1138233707172,66.53118566806783,1.0470000000000002
4,4.188,0.4135682795078208,120.81823146215108,65.2906389341155,1.0469999999999997
5,5.235,0.4943518380882642,103.9753401360544,56.188675407003096,1.0470000000000006
6,6.282,0.5039183121306853,121.48959680896938,65.65344736063781,1.0469999999999997
7,7.329,0.4397193205518729,107.0216049382716,57.83488867210602,1.0469999999999997
8,8.376,0.49299424377016593,119.6006368619864,64.63264610931252,1.0469999999999997
9,9.423,0.44306034190511245,110.53051001821493,59.73111453020785,1.0470000000000006
10,10.47,0.30539053746289624,128.17942702779553,69.2686574498928,1.0470000000000006
11,11.517,0.4128986141491175,125.57922330298872,67.86349731390217,1.0469999999999988
12,12.564,0.3045552821245864,111.33157543003252,60.1640133728132,1.0470000000000006
13,13.611,0.48400976980312704,104.16841325732172,56.29301286746738,1.0470000000000006
14,14.658,0.6672582161320665,87.43827893958594,47.251983663189264,1.0469999999999988
15,15.705,0.678840991690874,85.27802237876685,46.08457267388275,1.0470000000000006
16,16.752,0.6404228988487577,50.887280454588144,27.49968290622116,1.0469999999999988
17,17.799,1.1447028302731426,45.32080653214675,24.49153889841762,1.0470000000000006
18,18.846,1.1546601453703704,36.593909841621986,19.775490219829926,1.0470000000000006
19,19.893,1.0853899606661053,37.765854417517644,20.4088135951979,1.0470000000000006
20,20.94,1.346798094942751,36.73289909322264,19.850600548231185,1.0470000000000006
21,21.987,1.4740783457380309,35.96008355916892,19.432968048682604,1.046999999999997
22,23.034,1.4688768722609755,35.13661125985423,18.98796043752878,1.0470000000000006
23,27.222,1.7969861114112249,33.78551941609977,18.25782518666612,1.0470000000000006
24,32.457,1.666713065249231,36.78867669753086,19.88074298103644,1.0470000000000006
25,37.692,1.6971122198142203,38.43593087801733,20.770925502575395,1.046999999999997
26,42.927,1.935862531072486,32.91763230621926,17.788815640333432,1.046999999999997
27,48.162,2.204990080574911,30.79452537100096,16.641480452189413,1.046999999999997
28,52.35,2.193472445191905,35.513278551863756,19.1915128969818,1.0470000000000041
