depth	min	max	median	mean
0	-68	-68	-68	-68
1	-67	-58	-63	-63
2	-65	-53	-58	-59
3	-62	-43	-54	-54
4	-58	-42	-51	-51
5	-55	-39	-47	-47
6	-52	-34	-43	-43
7	-47	-30	-39	-40
8	-45	-28	-38	-38
9	-44	-27	-36	-37
10	-43	-26	-35	-36
11	-42	-24	-34	-34
12	-37	-19	-29	-29
13	-34	-15	-26	-26
14	-31	-12	-23	-23
15	-29	-10	-21	-21
16	-26	-7	-18	-18
17	-23	-5	-13	-14
18	-20	-2	-10	-11
19	-17	0	-7	-8
20	-14	3	-4	-5
21	-13	5	-3	-3
22	-11	7	-1	-1
23	-9	10	3	2
24	-9	12	4	3
25	-7	13	5	4
26	-3	15	7	7
27	-1	17	9	9
28	4	22	15	14
29	8	26	19	18
30	10	30	22	21
31	12	32	24	23
32	15	37	28	27
33	17	39	30	29
34	19	41	33	32
35	20	43	35	33
36	22	45	37	36
37	25	48	39	38
38	26	49	40	39
39	28	51	41	40
40	29	52	43	41
41	30	54	44	43
42	31	56	45	44
43	34	59	48	47
44	38	61	50	50
45	40	65	52	52
46	42	67	54	54
47	43	70	57	57
48	45	73	59	59
49	47	74	60	61
50	48	74	60	61
51	48	75	61	62
52	50	79	64	64
53	53	82	68	68
54	58	92	75	76
55	69	96	79	81
56	74	103	85	87
57	85	126	99	102
58	90	134	105	108
59	94	140	111	113
