labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,3,0.07500000000000001,141.50000028300002,9.166666685,3
2,6,0.09,122.83333357899998,10.333333354,3
3,9,0.06,105.666666878,10.500000021,3
4,12,0.12,123.166666913,11.333333356,3
5,15,0.08,148.666666964,9.166666685,3
6,18,0.08,122.500000245,10.000000019999998,3
7,21,0.07,127.000000254,8.166666682999999,3
8,24,0.11,124.50000024899998,7.333333347999999,3
9,27,0.1,89.500000179,7.500000015,3
10,30,0.11,92.166666851,6.833333347,3
11,33,0.09,91.000000182,8.33333335,3
12,36,0.1,76.66666681999999,7.833333348999998,3
13,39,0.16,70.166666807,7.166666681,3
14,42,0.17,71.66666680999998,4.500000009,3
15,45,0.22,62.500000125,6.500000013,3
16,54,0.27,49.833333433,4.666666676,3
17,60,0.33,58.33333345,3.5000000069999997,3
