depth	min	max	median	mean
0	-64	-64	-64	-64
1	-62	-55	-60	-60
2	-61	-46	-56	-55
3	-59	-39	-52	-51
4	-57	-32	-49	-47
5	-54	-29	-45	-44
6	-51	-26	-42	-41
7	-46	-21	-37	-36
8	-42	-15	-33	-32
9	-40	-13	-30	-29
10	-38	-10	-28	-27
11	-35	-6	-24	-23
12	-32	-2	-21	-20
13	-29	0	-18	-17
14	-27	3	-15	-14
15	-25	7	-12	-11
16	-22	11	-9	-8
17	-19	16	-5	-4
18	-15	21	0	1
19	-12	27	4	5
20	-9	33	9	10
21	-5	41	15	16
22	-1	49	20	21
23	2	56	25	26
24	5	63	30	31
25	9	71	35	37
26	12	79	40	42
27	15	86	45	47
28	18	93	50	51
29	21	99	54	56
30	24	105	58	60
31	26	111	63	64
32	29	118	67	69
33	33	124	73	74
34	36	131	78	79
35	40	137	83	84
36	43	143	88	90
37	46	149	93	95
38	49	156	98	100
39	52	161	103	104
40	55	168	108	109
41	59	173	113	114
42	62	180	118	119
43	65	185	123	124
44	67	191	128	129
45	70	197	134	134
46	73	203	139	139
47	76	209	143	144
48	78	215	148	148
49	79	221	153	153
50	81	230	158	158
