depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-64	-65	-65
2	-64	-62	-63	-63
3	-63	-60	-62	-62
4	-62	-59	-60	-60
5	-61	-57	-59	-59
6	-59	-55	-57	-57
7	-58	-53	-56	-56
8	-57	-51	-54	-54
9	-54	-50	-52	-52
10	-52	-48	-50	-50
11	-51	-46	-48	-48
12	-49	-44	-47	-47
13	-47	-41	-44	-44
14	-45	-38	-42	-42
15	-44	-36	-40	-40
16	-42	-33	-39	-38
17	-41	-31	-37	-36
18	-39	-28	-35	-34
19	-38	-26	-33	-33
20	-36	-24	-31	-31
21	-35	-21	-30	-29
22	-33	-19	-28	-27
23	-32	-17	-26	-26
24	-30	-15	-25	-24
25	-29	-13	-23	-23
26	-28	-10	-22	-21
27	-26	-7	-20	-19
28	-25	-5	-18	-17
29	-24	-1	-16	-15
30	-22	2	-14	-13
31	-21	3	-13	-12
32	-20	5	-12	-11
33	-18	7	-11	-9
34	-17	10	-9	-8
35	-16	13	-8	-6
36	-15	15	-7	-5
