labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.1,210.7166670881,21.5500000431,2
2,4,0.09,250.33333383399997,9.2666666852,2
3,6,0.09,231.2833337959,9.2666666852,2
4,8,0.1,209.8833337531,9.5500000191,2
5,10,0.14,233.2333337998,10.0166666867,2
6,12,0.08,233.8500004677,9.3000000186,2
7,14,0.13,228.7333337908,9.7666666862,2
8,16,0.08,221.4000004428,13.7833333609,2
9,18,0.12,178.06666702279998,10.3500000207,2
10,20,0.11,155.7166669781,9.333333352,2
11,22,0.1,162.4833336583,10.500000021,2
12,24,0.14,131.50000026299998,9.0500000181,2
13,26,0.14,125.6000002512,6.016666678699999,2
14,28,0.15,137.95000027589998,5.6333333446000005,2
15,30,0.12,144.1333336216,8.0333333494,2
16,32,0.12,100.4500002009,6.033333345399999,2
17,34,0.1,121.0666669088,8.9500000179,2
18,36,0.12,119.1500002383,14.4500000289,2
