depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-65	-66	-66
2	-66	-64	-65	-65
3	-66	-64	-65	-65
4	-65	-63	-64	-64
5	-65	-62	-64	-64
6	-65	-61	-64	-64
7	-65	-61	-63	-63
8	-65	-60	-63	-63
9	-65	-59	-63	-62
10	-65	-58	-62	-62
11	-64	-57	-62	-62
12	-64	-57	-61	-61
13	-64	-56	-61	-61
14	-64	-55	-61	-60
15	-64	-54	-60	-60
16	-64	-54	-60	-60
17	-64	-53	-59	-59
18	-63	-52	-59	-59
19	-63	-51	-59	-58
20	-63	-51	-58	-58
21	-63	-50	-58	-58
22	-63	-49	-58	-57
23	-63	-48	-57	-57
24	-63	-48	-57	-56
25	-62	-47	-57	-56
26	-62	-46	-56	-56
27	-62	-45	-56	-55
28	-62	-45	-55	-55
29	-62	-44	-55	-54
30	-62	-43	-55	-54
31	-62	-43	-54	-54
32	-62	-42	-54	-53
33	-61	-41	-54	-53
34	-61	-40	-53	-53
35	-61	-40	-53	-52
36	-61	-39	-53	-52
37	-61	-38	-52	-51
38	-61	-38	-52	-51
39	-61	-37	-52	-51
40	-60	-36	-51	-50
41	-60	-36	-51	-50
42	-60	-35	-51	-50
43	-60	-34	-50	-49
44	-60	-34	-50	-49
45	-60	-33	-49	-49
46	-60	-32	-49	-48
47	-60	-32	-49	-48
48	-59	-31	-48	-47
49	-59	-30	-48	-47
50	-59	-29	-48	-47
51	-59	-29	-47	-46
52	-59	-28	-47	-46
53	-59	-27	-47	-46
54	-59	-27	-46	-45
55	-58	-26	-46	-45
56	-58	-25	-46	-45
57	-58	-25	-45	-44
58	-58	-24	-45	-44
59	-58	-23	-45	-44
60	-58	-23	-44	-43
61	-58	-22	-44	-43
62	-58	-21	-44	-43
63	-57	-21	-44	-42
64	-57	-20	-43	-42
65	-57	-19	-43	-42
66	-57	-19	-43	-41
67	-57	-18	-42	-41
68	-57	-18	-42	-41
69	-57	-17	-42	-40
70	-57	-16	-41	-40
71	-56	-16	-41	-40
72	-56	-15	-41	-39
73	-56	-14	-40	-39
74	-56	-14	-40	-39
75	-56	-13	-40	-38
76	-56	-12	-40	-38
77	-56	-12	-39	-38
78	-56	-11	-39	-37
79	-55	-10	-39	-37
80	-55	-10	-38	-37
81	-55	-9	-38	-36
82	-55	-9	-38	-36
83	-55	-8	-38	-36
84	-55	-7	-37	-35
85	-55	-7	-37	-35
86	-55	-6	-37	-35
87	-54	-5	-36	-35
88	-54	-5	-36	-34
89	-54	-4	-36	-34
90	-54	-3	-36	-34
91	-54	-3	-35	-33
92	-54	-2	-35	-33
93	-54	-2	-35	-33
94	-54	-1	-35	-32
95	-54	-1	-34	-32
96	-53	0	-34	-32
97	-53	1	-34	-32
98	-53	1	-33	-31
99	-53	2	-33	-31
100	-53	2	-33	-31
