depth	min	max	median	mean
0	-60	-60	-60	-60
1	-60	-60	-60	-60
2	-60	-59	-59	-59
3	-60	-59	-59	-59
4	-59	-58	-59	-58
5	-58	-57	-58	-58
6	-58	-56	-57	-57
7	-57	-56	-57	-57
8	-57	-55	-56	-56
9	-56	-55	-56	-56
10	-56	-54	-55	-55
11	-55	-53	-54	-54
12	-55	-52	-54	-54
13	-54	-52	-53	-53
14	-53	-51	-52	-52
15	-53	-50	-51	-51
16	-52	-49	-50	-50
17	-51	-48	-49	-49
18	-50	-47	-49	-48
19	-48	-44	-46	-46
20	-47	-42	-44	-44
21	-45	-40	-42	-42
22	-41	-34	-37	-37
23	-37	-28	-33	-33
24	-33	-22	-28	-28
25	-27	-14	-20	-21
26	-22	-5	-13	-14
27	-17	4	-6	-6
28	-12	14	0	0
29	-7	26	7	7
30	-3	39	13	14
31	2	47	20	21
32	6	57	27	28
33	10	69	33	35
34	14	77	39	41
35	18	86	45	47
36	21	97	51	53
37	25	103	57	59
38	29	110	63	64
39	31	120	68	70
40	35	126	73	75
41	37	133	78	80
42	40	141	83	85
43	43	146	88	90
44	46	153	93	95
45	49	159	98	100
46	53	165	103	105
47	57	172	108	110
48	60	179	113	114
49	65	185	118	119
50	68	190	123	124
51	72	198	128	129
