depth	min	max	median	mean
0	-66	-66	-66	-66
1	-63	-63	-63	-63
2	-59	-59	-59	-59
3	-55	-54	-54	-54
4	-51	-50	-50	-50
5	-49	-47	-48	-48
6	-46	-44	-45	-45
7	-41	-38	-40	-40
8	-37	-34	-35	-35
9	-34	-31	-33	-33
10	-29	-24	-26	-26
11	-23	-18	-21	-21
12	-19	-12	-16	-15
13	-14	-7	-11	-11
14	-8	2	-4	-4
15	0	13	6	7
16	4	18	10	10
17	9	26	17	17
18	13	33	22	22
19	21	47	32	33
20	24	50	35	35
21	25	52	37	37
22	26	55	38	39
23	29	59	41	42
24	31	63	45	45
25	37	72	52	52
26	40	81	58	59
27	46	94	67	68
28	50	101	71	72
29	56	109	79	80
30	60	115	84	85
31	65	122	91	92
32	69	129	96	97
33	71	134	100	101
34	74	140	105	105
35	77	146	109	109
36	80	152	113	114
37	84	157	118	119
