labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,1,0.143,207.59180696821693,2.528351934695754,1
2,2,0.143,217.35555296670944,2.5283269433781035,1
3,3,0.143,222.8727303255321,2.5282967586117935,1
4,4,0.143,186.29327021063153,2.52845506490736,1
5,5,0.114,150.21186223127904,2.528787094390324,1
6,6,0.114,143.71889738882612,2.5291935994342034,1
7,7,0.195,148.55343482141154,2.52884182700775,1
8,8,0.195,121.67642631078184,2.529187316163758,1
9,9,0.186,89.10041260078498,2.531350889916035,1
10,10,0.186,130.40937260532624,2.529485800422055,1
11,11,0.188,113.58810686482288,2.5299744156061483,1
12,12,0.188,95.9803193589478,2.531906597425296,1
13,13,0.195,86.36586250450688,2.532830086933677,1
14,14,0.195,95.53468738255486,2.534012141374374,1
15,15,0.236,90.73352308245636,2.532662714512842,1
16,16,0.236,63.1166621355115,2.5498510753495855,1
17,17,0.214,72.09194667847872,2.54643017253081,1
18,18,0.214,63.4788212242478,2.5822106229269046,1
19,19,0.142,82.41621664586127,2.5347059826250287,1
20,20,0.142,28.246233813367468,4.264853077697622,1
21,21,0.126,47.59549357043499,2.588185279573204,1
22,22,0.126,54.23178888225458,2.5942275311693717,1
23,23,0.118,58.7687377951388,2.5899336844352336,1
24,24,0.118,46.48426710701437,2.6298287361919077,1
25,25,0.097,73.13084777821852,2.5379973119326613,1
26,26,0.097,62.45196491038859,2.5474094735753523,1
27,27,0.116,65.56030516934827,2.5442713648386923,1
28,28,0.116,49.89957790162632,2.56512351518123,1
29,29,0.122,66.94028116268622,2.5431359507647384,1
30,30,0.122,42.496779522783385,2.6037349029369863,1
31,31,0.176,60.565605294235205,2.5489980978943794,1
32,32,0.176,52.10890022582829,2.5666145711990125,1
33,33,0.112,45.18651961329703,2.595417061643134,1
34,34,0.112,53.8267845381709,2.5755865780143896,1
35,35,0.146,42.136551760944265,2.604056101098629,1
36,36,0.146,28.267098106053528,3.147149125549665,1
37,37,0.137,24.7340687124048,3.812820350896641,1
