labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.17,175.8,6.72,2,43.58,4.54
2,4,0.18,183.89,6.63,2,58.96,3.96
3,6,0.18,169.03,6.51,2,48.93,3.96
4,8,0.17,168.12,6.89,2,41.8,4.5
5,10,0.23,130.27,5.94,2,28.74,4.16
6,12,0.19,107.92,5.36,2,19.12,3.93
7,14,0.12,59.81,5.42,2,37.16,4.94
8,16,0.1,99.92,6.34,2,30.43,5.59
9,18,0.19,203.49,6.69,2,33.27,3.53
10,20,0.16,62.94,4.63,2,32.23,4.17
11,22,0.13,52.13,5.47,2,40.8,5.29
12,24,0.13,41.14,5.62,2,40.44,5.45
13,26,0.12,30.67,5.11,2,34.93,4.92
14,28,0.14,34.96,4.51,2,33.36,4.57
15,30,0.14,32.18,4.6,2,36.06,4.56
16,32,0.14,12.68,4.12,2,30.37,4.26
17,34,0.14,13.71,3.39,2,24.32,3.81
18,36,0.14,16,3.85,2,37.34,4.08
19,38,0.16,8.99,2.91,2,19.82,3.19
20,40,0.12,17.71,6.21,2,28.28,4.77
21,42,0.1,14.17,4.72,2,22.56,5.85
