depth	min	max	median	mean
0	-62	-62	-62	-62
1	-60	-59	-60	-60
2	-58	-57	-58	-58
3	-56	-53	-55	-55
4	-53	-50	-52	-52
5	-50	-46	-49	-49
6	-47	-42	-46	-46
7	-44	-37	-42	-42
8	-40	-33	-39	-38
9	-36	-26	-34	-34
10	-32	-20	-30	-29
11	-29	-14	-26	-25
12	-25	-8	-22	-21
13	-24	-5	-21	-20
14	-23	-2	-20	-19
15	-21	3	-18	-17
16	-19	7	-16	-14
17	-2	14	4	4
18	13	34	23	23
19	20	45	32	32
20	26	58	40	41
21	32	69	48	49
22	37	82	56	57
23	42	91	63	64
24	46	103	70	71
25	49	108	75	76
26	52	116	79	80
27	56	123	85	87
28	59	134	92	93
29	63	140	98	99
30	66	149	104	105
31	70	155	109	110
32	73	162	113	114
33	76	167	118	119
34	78	174	122	123
35	81	180	126	127
36	83	186	130	132
37	86	191	135	136
38	89	198	139	141
39	92	204	144	145
40	95	211	149	150
41	99	215	154	155
42	102	222	159	160
