depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-61	-64	-63
2	-64	-55	-61	-61
3	-63	-49	-58	-58
4	-62	-43	-55	-54
5	-60	-38	-52	-51
6	-59	-31	-48	-47
7	-57	-25	-44	-44
8	-55	-19	-41	-40
9	-53	-14	-37	-36
10	-51	-7	-34	-32
11	-48	-1	-30	-28
12	-47	5	-25	-24
13	-44	11	-21	-20
14	-42	18	-17	-15
15	-40	23	-12	-11
16	-37	30	-8	-7
17	-35	35	-4	-3
18	-33	42	1	2
19	-30	47	6	6
20	-28	54	10	11
21	-26	59	15	15
22	-23	66	20	20
23	-20	71	24	24
24	-19	77	29	29
25	-16	82	33	33
26	-14	88	38	38
27	-12	93	43	43
28	-10	99	48	47
29	-8	104	53	52
30	-6	109	57	57
31	-4	114	63	62
32	-3	120	68	66
33	-1	124	73	71
34	1	130	77	76
35	3	136	82	80
36	5	141	87	85
37	6	146	92	90
38	8	152	97	94
39	9	156	101	99
40	11	162	106	104
41	12	167	111	108
42	14	173	116	113
43	16	177	121	118
44	17	182	126	122
45	18	187	130	127
46	19	192	135	131
47	20	197	140	136
48	22	201	145	141
49	23	206	149	145
50	24	211	154	150
51	25	216	159	154
52	26	222	164	159
