labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.43,128.33333359,15.666666697999997,2
2,4,0.43,93.833333521,15.666666697999997,2
3,6,0.43,62.833333458999995,18.000000036,2
4,10,0.43,83.666666834,11.333333356,2
5,14,0.43,65.50000013100001,10.333333354,2
6,18,0.27,41.333333415999995,8.33333335,2
7,24,0.37,81.500000163,11.000000022,2
8,32,0.425,84.16666683499999,13.666666694,2
9,40,0.48,55.333333444,11.66666669,2
10,52,0.354,9.333333352,8.33333335,2
11,60,0.27,24.500000049,10.333333354,2
12,72,0.378,33.500000066999995,7.666666682,2
13,80,0.45,18.33333337,6.833333347,2
14,92,0.384,50.333333434,9.666666686,2
15,100,0.34,56.66666677999999,11.833333357,2
