labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.055,121.66666691,6.66666668,2,10.833333355,0.833333335
2,4,0.149,117.166666901,7.500000015,2,11.166666689,1.000000002
3,6,0.254,94.333333522,7.166666681,2,13.500000027,1.000000002
4,8,0.261,70.666666808,4.833333343,2,15.333333364,0.666666668
5,10,0.216,62.000000124,6.333333346,2,13.000000026,1.000000002
6,12,0.212,52.000000104,6.1666666789999995,2,10.666666688,1.000000002
7,14,0.241,49.666666766,5.333333344,2,12.500000025,0.833333335
8,16,0.259,49.000000098,4.833333343,2,12.666666692,0.833333335
9,18,0.263,50.333333434,4.500000009,2,11.66666669,0.666666668
10,20,0.246,42.833333419,3.833333341,2,11.500000023,0.666666668
11,22,0.283,32.000000064,3.666666674,2,12.333333358,0.666666668
12,24,0.302,28.166666722999995,4.000000008,2,13.833333361,0.666666668
13,26,0.299,25.166666717,4.166666675,2,13.666666694,0.666666668
14,28,0.281,31.833333396999993,5.000000009999999,2,14.500000029,0.833333335
15,30,0.259,14.833333363,5.500000011,2,13.33333336,1.000000002
16,32,0.413,16.166666699,4.3333333419999995,2,16.000000032,1.000000002
17,34,0.358,24.000000047999997,4.833333343,2,16.333333365999998,1.166666669
18,36,0.268,26.500000053,5.000000009999999,2,13.500000027,1.166666669
19,38,0.393,18.000000036,3.166666673,2,17.500000035,0.666666668
20,40,0.441,14.166666694999998,3.33333334,2,19.833333373,0.833333335
21,42,0.389,17.000000034,3.666666674,2,16.833333366999998,0.833333335
22,44,0.394,15.666666697999997,5.000000009999999,2,16.500000033,1.000000002
23,46,0.361,19.166666704999997,5.333333344,2,15.833333364999998,1.166666669
24,50,0.431,21.166666709,3.666666674,2,17.000000034,0.666666668
