depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-64	-64	-64
2	-64	-63	-63	-63
3	-62	-61	-61	-61
4	-60	-58	-59	-59
5	-58	-54	-56	-56
6	-55	-50	-53	-53
7	-52	-47	-50	-50
8	-50	-43	-47	-47
9	-48	-41	-44	-44
10	-46	-38	-42	-42
11	-44	-35	-40	-40
12	-42	-32	-38	-38
13	-40	-29	-35	-35
14	-38	-26	-32	-32
15	-35	-22	-29	-29
16	-32	-17	-26	-25
17	-29	-12	-21	-21
18	-25	-5	-17	-16
19	-22	1	-12	-12
20	-19	8	-8	-7
21	-17	14	-4	-3
22	-14	21	0	1
23	-11	28	4	5
24	-9	36	8	10
25	-6	43	12	14
26	-3	51	17	19
27	1	59	22	24
28	4	68	28	30
29	7	74	32	34
30	9	80	35	38
31	12	87	39	42
32	14	93	43	46
33	18	99	48	51
34	22	106	53	56
35	26	112	59	61
36	30	120	65	67
37	34	126	70	72
38	38	132	76	78
39	41	138	81	83
40	44	144	86	88
41	48	150	91	93
42	51	157	96	98
43	55	163	101	103
44	59	169	106	108
45	63	174	111	113
46	66	180	116	118
47	70	186	121	123
48	75	192	126	128
49	79	198	131	133
50	82	204	136	138
