depth	min	max	median	mean
0	-58	-58	-58	-58
1	-57	-51	-54	-54
2	-55	-44	-50	-50
3	-53	-38	-46	-46
4	-51	-31	-42	-42
5	-48	-23	-38	-37
6	-45	-18	-33	-33
7	-42	-11	-29	-29
8	-38	-5	-25	-24
9	-35	1	-20	-19
10	-32	8	-15	-14
11	-29	13	-11	-10
12	-26	19	-7	-6
13	-23	24	-3	-2
14	-20	30	1	2
15	-18	35	5	6
16	-14	40	9	10
17	-12	46	14	14
18	-8	52	18	19
19	-5	57	22	23
20	-2	62	26	27
21	2	67	30	31
22	5	73	35	36
23	9	78	39	40
24	13	83	44	45
25	17	89	49	50
26	22	94	53	54
27	26	98	57	59
28	29	103	62	63
29	33	108	66	68
30	37	114	71	72
31	41	118	76	77
32	44	123	80	81
33	47	128	85	86
34	51	132	90	90
35	55	137	94	95
36	59	142	99	99
37	62	147	103	104
38	66	152	108	108
39	70	156	112	112
40	73	161	117	117
41	76	165	121	121
42	79	169	125	125
43	82	174	130	129
44	85	178	134	133
45	87	182	138	137
46	91	186	142	141
47	94	190	147	145
48	98	195	151	150
49	101	199	155	154
50	103	203	160	158
51	107	206	164	162
52	110	210	168	166
53	113	214	173	170
54	115	218	177	174
55	118	222	181	178
56	121	225	185	182
57	124	229	190	186
58	126	233	194	190
59	129	236	198	194
60	131	241	203	198
