labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2.5,0.19068,115.388166897443,62.35621107010265,2.5
2,5,0.39204,93.186833519707,50.35852476167669,2.5
3,7.5,0.21458,86.35800017271599,46.66819684507155,2.5
4,10,0.40327,80.508166827683,43.506924310843566,2.5
5,15,0.18905,60.18100012036199,32.52204490994756,5
6,20,0.17456,50.207666767082,27.132417044532502,5
7,25,0.22337,55.451166777569,29.966024702851744,5
8,35,0.11037,20.500333374334,11.07845933659397,5
9,45,0.10793,6.798500013596999,3.6739356660786378,5
10,60,0.09783,4.501333342335999,2.4325379242835883,10
