depth	min	max	median	mean
0	-64	-64	-64	-64
1	-63	-58	-61	-61
2	-62	-52	-58	-58
3	-60	-47	-55	-55
4	-59	-41	-52	-52
5	-57	-37	-50	-49
6	-56	-32	-47	-46
7	-54	-28	-44	-43
8	-52	-22	-42	-40
9	-50	-17	-38	-37
10	-48	-12	-35	-34
11	-46	-6	-32	-30
12	-44	-1	-28	-27
13	-42	4	-25	-23
14	-40	10	-22	-20
15	-38	16	-18	-16
16	-36	22	-14	-12
17	-34	28	-11	-9
18	-32	34	-7	-5
19	-31	40	-3	-1
20	-29	46	1	3
21	-27	52	5	7
22	-26	59	9	12
23	-24	64	14	16
24	-23	71	18	20
25	-21	76	22	24
26	-20	83	27	29
27	-18	89	31	33
28	-17	96	36	38
29	-16	101	41	42
30	-14	108	45	47
31	-13	114	50	51
32	-12	121	55	56
33	-11	127	60	61
34	-10	134	65	65
35	-8	140	70	70
36	-7	148	75	75
37	-6	154	80	79
38	-5	161	85	84
39	-4	169	90	89
40	-3	177	95	93
