depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-63	-63	-63
2	-62	-59	-60	-60
3	-60	-57	-59	-59
4	-59	-55	-57	-57
5	-57	-53	-55	-55
6	-56	-51	-54	-54
7	-55	-50	-52	-53
8	-54	-49	-51	-51
9	-53	-47	-50	-50
10	-52	-46	-49	-49
11	-51	-44	-47	-48
12	-50	-42	-46	-46
13	-48	-40	-44	-44
14	-47	-38	-42	-42
15	-45	-35	-40	-40
16	-44	-33	-38	-38
17	-42	-30	-35	-36
18	-41	-26	-33	-34
19	-39	-22	-30	-31
20	-37	-18	-27	-28
21	-34	-13	-23	-24
22	-32	-8	-20	-21
23	-31	-4	-17	-19
24	-29	-1	-15	-16
25	-28	4	-12	-13
26	-26	10	-9	-10
27	-24	17	-5	-7
28	-23	24	-1	-3
29	-22	27	0	-1
30	-21	30	2	0
31	-20	33	4	2
32	-19	36	5	4
33	-18	39	7	5
34	-18	43	8	7
35	-17	46	10	9
36	-16	50	11	10
37	-16	54	13	12
38	-15	58	14	14
39	-14	63	16	16
40	-14	68	18	18
41	-13	74	20	20
42	-13	80	22	23
43	-12	86	24	25
44	-12	92	26	28
