labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.19,393.2666674532,15.5166666977,2
2,4,0.36,163.6833336607,6.3500000127,2
3,6,0.5,121.00000024199998,5.233333343799999,2
4,8,0.58,99.2666668652,4.833333343,2
5,10,0.28,123.0666669128,6.016666678699999,2
6,12,0.31,132.4833335983,5.883333345099999,2
7,14,0.26,159.86666698640002,7.083333347499999,2
8,16,0.24,160.7833336549,7.6000000152,2
9,18,0.2,175.3500003507,8.016666682699999,2
10,20,0.19,190.7000003814,8.733333350799999,2
11,22,0.21,182.1833336977,8.4666666836,2
12,24,0.2,116.4333335662,6.4833333463,2
13,26,0.22,135.6166669379,6.233333345799999,2
14,28,0.24,125.7333335848,5.9666666786,2
15,30,0.66,67.35000013470001,3.5833333405,2
16,32,0.77,59.1166667849,3.1500000063,2
17,34,0.23,90.31666684729998,5.866666678399999,2
18,36,0.15,84.4500001689,5.5833333445,2
19,38,0.25,82.45000016489999,6.250000012499999,2
20,40,0.33,80.03333349339998,5.833333345,2
21,42,0.2,82.6166668319,5.733333344799999,2
22,44,0.15,58.7166667841,4.933333343199999,2
