depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-63	-65	-65
2	-65	-60	-63	-63
3	-64	-56	-61	-61
4	-63	-51	-59	-58
5	-61	-47	-56	-56
6	-60	-41	-54	-53
7	-58	-37	-50	-50
8	-57	-32	-47	-46
9	-54	-27	-44	-43
10	-52	-22	-40	-39
11	-50	-19	-37	-37
12	-48	-16	-35	-34
13	-46	-12	-32	-31
14	-44	-8	-29	-28
15	-41	-2	-25	-24
16	-38	4	-20	-20
17	-35	11	-15	-14
18	-32	18	-10	-9
19	-28	27	-3	-2
20	-24	38	4	5
21	-22	44	8	9
22	-20	51	13	14
23	-16	57	18	19
24	-14	64	23	24
25	-10	70	28	28
26	-8	76	33	33
27	-5	82	37	38
28	-2	88	42	43
29	2	94	47	47
30	5	99	52	52
31	8	105	56	56
32	11	111	61	61
33	14	116	66	66
34	18	122	71	70
35	21	127	75	75
36	25	132	80	80
37	29	137	85	84
38	33	143	90	89
39	36	148	95	94
40	40	153	100	99
41	45	158	105	103
42	48	164	110	108
43	51	169	114	113
44	55	174	119	118
45	59	179	124	122
46	63	184	129	127
47	67	189	134	132
48	71	194	139	137
49	76	199	144	141
50	79	203	148	146
51	83	208	154	151
52	87	213	158	156
53	91	218	164	160
54	95	223	168	165
55	99	227	173	170
56	102	232	179	175
57	106	236	183	179
58	109	241	188	184
