depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-61	-63	-63
2	-62	-54	-59	-59
3	-59	-46	-54	-54
4	-56	-37	-48	-48
5	-51	-31	-42	-42
6	-46	-25	-36	-36
7	-42	-17	-30	-30
8	-38	-7	-24	-23
9	-33	1	-18	-18
10	-33	5	-17	-16
11	-31	9	-15	-14
12	-28	15	-10	-9
13	-23	23	-3	-2
14	-19	29	3	3
15	-15	35	7	8
16	-13	41	11	12
17	-11	48	15	16
18	-8	54	19	20
19	-5	59	23	24
20	-1	65	28	29
21	3	71	32	34
22	6	77	37	38
23	10	83	41	43
24	14	88	46	47
25	17	94	50	52
26	21	101	55	57
27	25	106	60	61
28	29	113	66	67
29	33	119	71	72
30	37	124	76	77
31	41	130	81	82
32	45	136	86	87
33	50	142	91	92
34	54	148	96	97
35	60	154	102	103
36	64	159	107	108
37	68	165	112	113
