depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-62	-63	-63
2	-62	-58	-60	-60
3	-61	-54	-58	-58
4	-59	-51	-56	-56
5	-57	-49	-54	-54
6	-55	-47	-52	-51
7	-53	-44	-50	-49
8	-52	-42	-48	-47
9	-50	-40	-46	-46
10	-49	-38	-44	-44
11	-48	-36	-42	-42
12	-46	-34	-41	-40
13	-44	-32	-39	-39
14	-42	-29	-37	-37
15	-41	-27	-35	-35
16	-39	-25	-33	-33
17	-38	-23	-31	-31
18	-36	-21	-29	-29
19	-34	-19	-27	-27
20	-31	-16	-25	-24
21	-29	-13	-22	-21
22	-26	-7	-17	-17
23	-22	-2	-13	-13
24	-18	2	-10	-9
25	-15	4	-7	-6
26	-13	7	-4	-4
27	-10	10	-1	-1
28	-8	14	2	2
29	-6	18	4	5
30	-3	21	7	8
31	0	24	10	11
32	3	27	14	14
33	6	32	18	18
34	10	39	23	23
35	15	47	30	30
36	20	61	39	39
37	26	73	47	48
38	30	81	54	55
39	34	91	60	61
