labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.561772958378084,117.770519,5.553869698,2,41.61071318,4.939401204
2,6,0.552239553865053,101.2354348,4.761353037,2,41.86191315,4.468406459
3,10,0.508099064966813,76.29113165,4.952231353,2,35.6286324,5.049727427
4,14,0.478272597325015,80.10292705,4.641922964,2,45.59221665,4.46010815
5,18,0.458053692293201,76.42715985,4.900875068,2,40.51268195,4.855972152
6,22,0.493755100799187,66.01179787,3.994344457,2,34.33611546,4.116001222
7,26,0.550602560786965,64.87828566,4.31764423,2,38.30981729,4.479301714
8,30,0.495061123284955,57.1304245,3.863893444,2,41.45095281,3.819076551
9,34,0.585740940419214,57.88883772,3.797507755,2,40.93729998,3.943501374
10,38,0.585852263095017,61.71364376,4.079376452,2,45.13995256,4.201570763
11,42,0.664758093159215,64.73513083,3.59140809,2,42.52473576,3.981039093
12,46,0.707224179906804,53.72186624,3.83727616,2,47.52486603,3.911511607
13,50,0.679997756296335,46.49445657,3.76733739,2,48.83302324,3.906641859
14,54,0.679547362913616,54.71058974,3.65957122,2,50.9893528,3.886665731
15,58,0.680641820786856,52.80865766,3.772046976,2,49.76086593,4.122769239
16,62,0.781872907318112,50.34405701,3.754145742,2,57.72407871,4.024978277
17,66,0.746407093729002,46.51098501,3.753839341,2,49.83008327,3.89008085
18,70,0.726733987816247,51.26210027,3.713332352,2,45.16679759,3.931522867
19,74,0.777621591475699,53.61468771,3.730471799,2,48.11986687,3.901610827
20,78,0.749943894555266,44.91741533,3.784615926,2,53.15526096,3.978992663
