depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-59	-59
2	-58	-56	-57	-57
3	-57	-54	-56	-56
4	-56	-52	-54	-54
5	-55	-50	-53	-53
6	-54	-48	-52	-51
7	-53	-46	-50	-50
8	-51	-44	-49	-49
9	-50	-43	-48	-48
10	-49	-42	-47	-46
11	-48	-40	-46	-45
12	-47	-38	-44	-44
13	-46	-37	-43	-43
14	-46	-35	-42	-42
15	-45	-34	-41	-40
16	-44	-32	-40	-39
17	-43	-31	-39	-38
18	-42	-29	-38	-37
19	-41	-28	-37	-36
20	-40	-26	-35	-35
21	-39	-25	-34	-34
22	-38	-23	-33	-33
23	-37	-22	-32	-32
24	-36	-20	-31	-31
25	-36	-19	-30	-30
26	-35	-17	-29	-29
27	-34	-16	-28	-27
28	-33	-15	-27	-26
29	-32	-13	-26	-25
30	-31	-12	-25	-25
31	-31	-10	-25	-24
32	-30	-9	-24	-23
33	-29	-7	-23	-22
34	-28	-6	-22	-21
35	-27	-4	-21	-20
36	-27	-3	-20	-19
37	-26	-1	-19	-18
38	-25	1	-18	-17
39	-24	2	-17	-16
40	-24	4	-16	-15
41	-23	6	-16	-14
42	-22	8	-15	-13
43	-22	10	-14	-12
44	-21	12	-13	-11
45	-20	13	-12	-10
46	-20	16	-11	-9
47	-19	17	-11	-8
48	-18	19	-10	-7
49	-18	20	-9	-6
50	-17	22	-8	-6
51	-17	24	-7	-5
52	-16	27	-7	-4
53	-15	29	-6	-3
54	-15	31	-5	-2
55	-14	33	-5	-1
56	-14	36	-4	0
57	-13	38	-3	1
58	-13	41	-3	2
59	-12	43	-2	2
60	-12	45	-1	3
61	-12	48	-1	4
62	-11	50	0	5
63	-11	53	1	6
64	-10	56	1	6
65	-10	58	2	7
66	-10	61	2	8
67	-9	64	3	9
68	-9	67	3	10
69	-9	69	4	10
70	-8	72	4	11
71	-8	74	5	12
72	-8	77	5	12
73	-8	80	6	13
74	-7	83	6	14
75	-7	86	7	15
76	-7	89	7	15
77	-7	92	7	16
78	-6	94	8	16
