depth	min	max	median	mean
0	-66	-66	-66	-66
1	-62	-56	-59	-59
2	-54	-44	-49	-49
3	-41	-23	-33	-33
4	-37	-18	-29	-28
5	-36	-16	-27	-27
6	-35	-15	-26	-26
7	-34	-13	-25	-25
8	-33	-11	-24	-23
9	-31	-8	-21	-20
10	-27	-2	-16	-16
11	-20	8	-9	-8
12	-12	19	1	1
13	-4	33	12	12
14	5	49	25	26
15	10	57	32	32
16	14	65	37	37
17	17	70	41	41
18	19	76	45	45
19	23	82	49	50
20	27	88	54	55
21	30	95	59	60
22	34	101	64	65
23	38	107	69	70
24	42	113	73	75
25	46	119	78	79
26	49	125	83	84
27	54	130	88	89
28	58	136	93	94
29	61	143	98	99
30	65	149	103	104
