depth	min	max	median	mean
0	-68	-68	-68	-68
1	-67	-65	-66	-66
2	-66	-63	-64	-64
3	-64	-60	-62	-62
4	-63	-58	-60	-60
5	-62	-56	-59	-59
6	-60	-54	-57	-57
7	-58	-52	-55	-55
8	-56	-49	-53	-52
9	-54	-46	-50	-50
10	-51	-43	-47	-47
11	-49	-39	-44	-44
12	-47	-36	-42	-42
13	-45	-34	-40	-40
14	-42	-32	-37	-37
15	-40	-29	-35	-35
16	-37	-26	-32	-32
17	-34	-24	-29	-29
18	-30	-21	-26	-26
19	-27	-18	-23	-23
20	-23	-15	-19	-19
21	-18	-10	-15	-15
22	-14	-5	-10	-10
23	-11	2	-5	-5
24	-8	8	-1	-1
25	-5	16	4	4
26	-2	23	8	9
27	2	30	13	14
28	5	37	18	18
29	8	43	22	23
30	12	50	27	28
31	15	56	32	33
32	19	63	37	38
33	23	69	42	43
34	26	76	47	48
35	30	82	52	53
36	34	89	57	58
37	39	95	62	64
38	42	101	68	69
39	46	107	73	74
40	51	113	78	79
41	55	119	83	84
42	59	125	88	89
43	63	131	93	94
44	67	138	98	99
45	71	143	103	104
46	75	149	108	109
47	79	155	113	114
48	83	161	118	119
49	87	166	123	124
50	92	173	128	129
51	96	179	133	134
52	100	185	138	139
53	105	191	143	144
54	109	196	149	150
55	113	202	154	155
56	117	208	159	160
57	122	214	164	165
58	126	219	169	170
59	130	224	174	175
60	134	230	179	180
61	138	236	184	185
62	142	242	189	190
63	146	248	194	195
64	150	254	199	200
