labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,1,0.179389313,218.7099671040866,7.392396881451459,1,13.568373693803414,1.4803095696272857
2,2,0.115012723,206.37274091274548,9.039126051411586,1,3.992371541318076,1.5139072863611478
3,3,0.164631043,184.02926470139187,8.13409349960152,1,5.000000009999999,1.66666667
4,4,0.133333333,213.6022084272044,9.291696068583391,1,5.167205393667744,1.5630796364594923
5,5,0.11221374,227.97697728928725,9.80301001960602,1,5.000000009999999,1.66666667
6,6,0.124173028,171.46463134292924,8.538938633744545,1,5.000000009999999,1.66666667
7,7,0.124936387,254.92425467651515,9.865568653064468,1,5.000000009999999,1.66666667
8,8,0.147328244,219.37638527208608,10.354565387375796,1,5.000000009999999,1.66666667
9,9,0.119847328,203.60683657388032,10.363587987393842,1,5.000000009999999,1.66666667
10,10,0.132315522,184.8727337030788,6.026851112053701,1,3.812464407624928,1.112477118891621
11,11,0.115521628,193.08528221950388,6.449048429564763,1,5.000000009999999,1.66666667
12,12,0.123918575,165.93151811519635,6.239025079144716,1,5.000000009999999,1.66666667
13,13,0.144529262,137.16021460765373,6.556258263112516,1,5.000000009999999,1.66666667
14,14,0.134860051,115.4754892142843,5.577466127821599,1,4.176517941686369,1.221631502443263
15,15,0.11221374,118.9357004878714,8.967751817935502,1,5.000000009999999,1.66666667
16,16,0.105089059,131.59303687985275,7.948219432563104,1,5.000000009999999,1.66666667
17,17,0.138167939,102.02338620404676,6.876376230419419,1,4.905005526476677,1.567149269800965
18,18,0.143256997,98.54870026376408,7.775492448884318,1,5.000000009999999,1.66666667
19,19,0.161577608,84.68713953604095,7.206875581080418,1,8.418694833504055,1.4067639028135277
20,20,0.12951653900000001,79.1146135748959,6.004799178676264,1,6.952489697238312,1.7381224201429115
21,21,0.184732824,52.226547387786425,4.8831821764330305,1,6.898219880463107,1.289967119246601
22,22,0.14605598,65.93491686520315,5.426443660852888,1,10.94671255522676,1.395705852791412
23,23,0.202035623,55.58661414450656,4.702627559405255,1,7.722989848779313,1.1646268689959205
24,24,0.134605598,45.06843315680353,5.746225228159116,1,8.33333335,1.66666667
25,25,0.125445293,26.896883087127097,5.199167493731668,1,5.749500044832334,1.478196452956393
26,26,0.11221374,29.197787841728907,6.674614296682562,1,9.75175563617018,2.1034536875402408
27,27,0.100254453,25.098280283529892,6.671122896675578,1,3.452578123571823,2.0370210874073753
28,28,0.188549618,33.31316274995966,4.200789825068246,1,5.334016810668033,1.3052339192771345
29,29,0.215776081,32.769450932205565,3.902841607805683,1,2.5595371384524075,1.127476102254952
30,30,0.151145038,19.49505725565678,5.359191244051716,1,6.621746313243492,1.861372887056079
31,32,0.260814249,18.35654225337975,3.7998042409329416,2,16.81259215029185,1.7434658034869317
32,34,0.286259542,12.39342189145351,2.6596283386525896,2,8.693260784053187,1.1553343523106687
33,36,0.286513995,12.15793825764921,3.0710952061421906,2,8.33333335,1.66666667
