depth	min	max	median	mean
0	-64	-64	-64	-64
1	-62	-61	-61	-61
2	-60	-59	-60	-60
3	-58	-57	-57	-57
4	-56	-54	-55	-55
5	-53	-52	-53	-53
6	-51	-49	-50	-50
7	-48	-46	-47	-47
8	-45	-42	-44	-44
9	-42	-39	-40	-40
10	-38	-35	-37	-37
11	-35	-32	-33	-33
12	-32	-28	-30	-30
13	-28	-24	-26	-26
14	-25	-20	-22	-22
15	-22	-16	-19	-19
16	-18	-12	-15	-15
17	-15	-7	-11	-11
18	-10	-2	-6	-6
19	-6	4	-1	-1
20	-2	9	4	4
21	3	16	9	9
22	8	23	15	15
23	13	32	23	23
24	18	39	28	28
25	21	44	32	32
26	24	50	36	36
27	27	55	41	41
28	31	62	46	46
29	35	70	52	52
30	39	77	58	58
31	42	85	63	63
32	45	93	68	68
33	48	101	73	73
34	50	110	78	78
35	53	119	82	83
36	54	130	87	88
