depth	min	max	median	mean
0	-68	-68	-68	-68
1	-67	-66	-67	-67
2	-66	-65	-66	-66
3	-65	-63	-64	-64
4	-64	-61	-62	-62
5	-62	-59	-61	-61
6	-61	-58	-60	-59
7	-60	-56	-58	-58
8	-59	-55	-57	-57
9	-58	-53	-56	-55
10	-56	-50	-53	-53
11	-53	-47	-51	-50
12	-51	-44	-48	-48
13	-49	-40	-45	-45
14	-44	-34	-40	-40
15	-39	-26	-33	-33
16	-32	-15	-24	-24
17	-25	-3	-16	-15
18	-20	7	-9	-8
19	-16	16	-2	-2
20	-12	24	2	3
21	-9	30	7	8
22	-6	37	12	13
23	-2	44	17	18
24	2	52	23	24
25	6	58	28	29
26	10	65	34	35
27	14	72	39	40
28	18	78	44	45
29	22	85	50	51
30	26	93	55	56
