depth	min	max	median	mean
0	-60	-60	-60	-60
1	-60	-59	-60	-60
2	-59	-59	-59	-59
3	-59	-58	-59	-59
4	-59	-57	-58	-58
5	-59	-57	-58	-58
6	-58	-57	-58	-58
7	-58	-56	-57	-57
8	-57	-55	-56	-56
9	-56	-54	-55	-55
10	-56	-53	-54	-54
11	-55	-51	-54	-53
12	-54	-50	-53	-53
13	-53	-48	-51	-51
14	-52	-46	-50	-50
15	-51	-44	-48	-48
16	-48	-41	-46	-45
17	-46	-37	-43	-43
18	-44	-33	-40	-40
19	-39	-28	-35	-34
20	-34	-21	-29	-28
21	-30	-14	-23	-23
22	-24	-8	-16	-16
23	-19	0	-10	-10
24	-15	10	-3	-3
25	-12	18	2	2
26	-9	28	6	7
27	-7	39	11	12
28	-4	46	16	17
29	-1	56	21	22
30	1	66	26	27
