depth	min	max	median	mean
0	-62	-62	-62	-62
1	-60	-59	-60	-60
2	-58	-57	-57	-57
3	-56	-54	-55	-55
4	-54	-52	-53	-53
5	-51	-50	-51	-51
6	-49	-47	-48	-48
7	-47	-45	-46	-46
8	-45	-42	-44	-44
9	-44	-41	-42	-42
10	-42	-39	-41	-41
11	-41	-37	-39	-39
12	-39	-35	-37	-37
13	-36	-32	-35	-35
14	-34	-29	-32	-32
15	-32	-27	-30	-30
16	-30	-25	-28	-27
17	-28	-22	-25	-25
18	-26	-20	-23	-23
19	-25	-18	-22	-22
20	-23	-16	-20	-20
21	-21	-14	-18	-18
22	-20	-12	-16	-16
23	-17	-9	-14	-14
24	-15	-6	-11	-11
25	-12	-2	-8	-7
26	-9	2	-4	-4
27	-6	6	-1	-1
28	-3	10	3	3
29	0	13	6	6
30	2	17	9	9
31	5	21	12	12
32	8	25	15	16
33	12	31	20	20
34	16	37	24	25
35	21	45	31	31
36	26	53	37	38
37	33	64	47	47
38	39	76	55	56
39	44	87	63	63
40	48	99	70	71
41	52	107	75	76
42	55	115	80	81
43	59	121	85	86
44	62	129	90	91
45	65	135	94	96
46	67	142	99	100
47	71	148	104	105
48	74	155	109	110
49	77	161	114	115
50	80	169	119	120
51	84	175	124	125
52	87	182	129	130
53	90	188	134	135
54	93	194	139	140
55	97	201	143	145
56	100	207	148	150
57	103	213	153	154
58	106	220	157	159
59	108	228	162	164
60	111	236	167	169
