labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.39,227.35,5.62,2,66.58,5.66
2,4,0.38,194.62,6.06,2,63.14,5.64
3,6,0.36,190.37,5.96,2,73.66,6.23
4,8,0.35,172.32,5.42,2,64.54,5.78
5,10,0.35,133.25,5.11,2,54.98,6.34
6,12,0.35,125.19,5.25,2,59.69,6.65
7,14,0.36,159.61,5.9,2,68.66,6.85
8,16,0.32,134.01,5.69,2,67.85,7.3
9,18,0.27,133.21,5.87,2,57.52,7.14
10,20,0.29,109.45,4.84,2,77.26,6.1
11,22,0.3,100.83,4.78,2,63.15,6.32
12,24,0.26,128.22,6.58,2,78.48,8.38
13,26,0.28,131.49,6.28,2,72.94,8.25
14,28,0.31,110.36,6.16,2,58.12,7.92
15,30,0.3,93.71,5.8,2,84.23,7.79
16,32,0.3,90.73,5.36,2,70.42,7.59
17,34,0.32,94.87,5.26,2,76.87,7.3
18,36,0.3,98.03,5.33,2,83.33,7.56
19,38,0.29,103.95,5.97,2,93.31,8.89
20,40,0.25,76.13,5.48,2,95.73,7.94
21,42,0.28,58.27,4.41,2,74.52,6.72
22,44,0.24,59.5,5.97,2,70.25,9.38
23,46,0.26,58.14,5.05,2,92.77,7.92
24,48,0.24,61.06,4.85,2,61.75,7.62
25,50,0.27,68.71,4.89,2,70.32,7.27
26,52,0.37,49.73,4.06,2,68.51,6.19
27,54,0.37,40.33,3.67,2,64.77,5.88
28,56,0.41,31.54,4.74,2,50.23,7.48
29,58,0.36,35.64,4.51,2,53.15,6.85
30,60,0.33,35.93,4.38,2,37.9,7.4
