depth	min	max	median	mean
0	-64	-64	-64	-64
1	-61	-60	-61	-61
2	-57	-54	-55	-55
3	-53	-49	-51	-51
4	-48	-44	-46	-46
5	-45	-41	-43	-43
6	-41	-36	-38	-38
7	-37	-31	-34	-34
8	-33	-27	-30	-30
9	-29	-22	-25	-25
10	-25	-18	-22	-22
11	-21	-14	-18	-18
12	-16	-8	-12	-12
13	-11	-1	-7	-7
14	-6	6	-1	0
15	-3	10	3	3
16	1	16	8	8
17	4	20	12	12
18	8	24	15	16
19	11	29	19	19
20	14	34	23	24
21	18	40	28	29
22	22	46	33	33
23	25	52	38	38
24	29	59	43	43
25	32	67	48	48
26	36	73	53	53
27	39	80	58	58
28	44	88	64	65
29	50	96	72	72
30	53	104	78	78
31	56	111	82	83
32	59	119	87	87
33	62	126	91	92
34	65	133	96	97
