depth	min	max	median	mean
0	-58	-58	-58	-58
1	-57	-52	-55	-55
2	-56	-46	-52	-52
3	-55	-40	-49	-48
4	-53	-35	-46	-45
5	-52	-29	-43	-42
6	-50	-24	-39	-38
7	-48	-18	-35	-35
8	-46	-13	-32	-31
9	-43	-7	-28	-27
10	-41	-2	-24	-23
11	-39	3	-20	-20
12	-37	9	-16	-16
13	-35	14	-13	-12
14	-32	19	-9	-8
15	-30	25	-5	-5
16	-27	29	-1	-1
17	-25	34	3	3
18	-22	39	7	7
19	-20	44	11	11
20	-18	50	15	15
21	-15	54	19	19
22	-13	59	23	23
23	-10	64	27	27
24	-7	68	31	31
25	-4	73	35	35
26	-2	78	38	38
27	1	83	42	42
28	4	88	46	46
29	7	92	50	50
30	9	96	54	54
31	12	100	58	58
32	15	105	62	62
33	17	109	66	66
34	20	113	70	70
35	23	117	75	74
36	26	121	79	78
37	29	125	83	81
38	31	129	87	85
39	32	133	91	89
40	35	138	95	93
41	37	141	99	97
42	39	145	103	101
43	42	149	107	105
44	44	153	111	109
45	46	157	115	112
46	48	160	119	116
47	50	164	123	120
48	52	168	127	124
49	54	171	131	127
50	55	175	135	131
51	57	179	139	135
52	59	182	144	139
53	60	186	147	142
54	62	189	151	146
55	64	193	155	150
56	65	196	159	153
57	66	199	163	157
58	67	203	167	161
59	68	207	171	164
60	70	211	175	168
