depth	min	max	median	mean
0	-61	-61	-61	-61
1	-58	-57	-58	-58
2	-56	-53	-54	-54
3	-53	-49	-51	-51
4	-51	-44	-48	-48
5	-48	-40	-45	-45
6	-46	-36	-42	-42
7	-43	-32	-38	-38
8	-40	-28	-35	-35
9	-37	-22	-31	-31
10	-34	-17	-27	-27
11	-31	-12	-23	-23
12	-28	-7	-19	-19
13	-25	-1	-15	-15
14	-22	5	-11	-10
15	-19	10	-7	-6
16	-16	16	-3	-2
17	-14	22	1	2
18	-11	28	5	6
19	-8	34	9	10
20	-5	41	14	15
21	-2	48	19	20
22	0	56	24	25
23	3	63	29	30
24	6	69	34	35
25	8	77	39	40
26	11	84	43	44
27	13	90	48	49
28	16	97	53	54
29	18	104	59	59
30	20	111	64	65
31	22	118	69	70
32	24	125	74	75
33	26	133	79	79
34	29	140	84	84
35	31	147	90	89
36	33	154	94	94
37	34	161	99	99
38	36	169	104	103
39	37	176	108	108
40	39	184	113	113
41	40	193	117	117
42	41	202	122	122
