study_id,site_id,core_id,depth_min,depth_max,radioisotope,radioactivity,error
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,20,21,total_pb210_activity,115.53666689773999,4.933333343199999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,21,22,total_pb210_activity,98.88500019776998,3.42166667351
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,22,23,total_pb210_activity,101.60500020321001,3.26166667319
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,23,24,total_pb210_activity,94.23000018846001,3.11833333957
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,24,25,total_pb210_activity,92.23833351780999,3.57833334049
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,25,26,total_pb210_activity,104.24333354182,5.78500001157
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,26,27,total_pb210_activity,100.91333353515999,3.3100000066199997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,27,28,total_pb210_activity,97.52666686172,4.16500000833
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,28,29,total_pb210_activity,96.97500019395,3.38500000677
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,29,30,total_pb210_activity,94.73000018945999,3.51500000703
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,30,32,total_pb210_activity,73.9500001479,2.4700000049399997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,32,34,total_pb210_activity,78.75166682416999,2.4883333383099995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,34,36,total_pb210_activity,87.40666684147999,2.80500000561
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,36,38,total_pb210_activity,91.31166684929,3.33333334
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,38,40,total_pb210_activity,78.51833349037,2.8666666723999996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,40,42,total_pb210_activity,84.84333350301999,3.72500000745
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,42,44,total_pb210_activity,80.95500016191,3.36833334007
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,44,46,total_pb210_activity,61.21000012242,3.03000000606
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,46,48,total_pb210_activity,34.41833340217,1.19500000239
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,48,50,total_pb210_activity,20.885000041770002,0.9633333352599999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,50,52,total_pb210_activity,44.136666754939995,2.2016666710699995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,52,54,total_pb210_activity,45.07500009015,2.2316666711299997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,54,56,total_pb210_activity,43.19833341972999,1.47333333628
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,56,58,total_pb210_activity,61.538333456409994,1.98166667063
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,58,60,total_pb210_activity,52.70500010541,1.9283333371899998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,60,62,total_pb210_activity,36.81000007362,2.44833333823
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,62,64,total_pb210_activity,16.9666667006,1.12500000225
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,65,66,total_pb210_activity,30.736666728139998,2.4166666715
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,0,1,total_pb210_activity,336.23500067247,9.011666684689999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,1,2,total_pb210_activity,290.83500058166993,8.46333335026
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,2,3,total_pb210_activity,244.73166715613,7.75833334885
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,3,4,total_pb210_activity,251.89500050379,7.935000015869999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,4,5,total_pb210_activity,274.40166721546996,9.05500001811
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,5,6,total_pb210_activity,233.69166713405,6.846666680359999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,6,7,total_pb210_activity,249.47666716562,7.385000014769999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,7,8,total_pb210_activity,221.37166710940997,6.68500001337
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,8,9,total_pb210_activity,223.32833377998998,8.24166668315
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,9,10,total_pb210_activity,215.39000043078,7.991666682649999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,10,11,total_pb210_activity,247.00000049399998,8.67000001734
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,11,12,total_pb210_activity,254.60000050920002,8.35166668337
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,12,13,total_pb210_activity,232.67000046534,7.328333347989999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,13,14,total_pb210_activity,189.30166704527,7.32666668132
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,14,15,total_pb210_activity,193.52833372038998,6.890000013779999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,15,16,total_pb210_activity,197.45333372824,7.03000001406
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,16,17,total_pb210_activity,235.01833380337,9.965000019929999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,17,18,total_pb210_activity,201.07500040215,8.84666668436
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,18,19,total_pb210_activity,111.64833355662999,4.61166667589
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,19,20,total_pb210_activity,71.26666680919999,4.725000009449999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,20,21,total_pb210_activity,69.90833347315,3.21500000643
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,21,22,total_pb210_activity,71.36000014272,3.1683333396699997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,22,23,total_pb210_activity,92.15333351764001,5.16000001032
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,23,24,total_pb210_activity,92.5166668517,4.950000009899999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,24,25,total_pb210_activity,127.78333358889998,5.98000001196
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,25,26,total_pb210_activity,123.90666691447998,5.93500001187
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,26,27,total_pb210_activity,121.66666690999999,5.755000011509999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,27,28,total_pb210_activity,101.64833353662999,5.12333334358
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,28,29,total_pb210_activity,81.62833349659,5.0033333433400005
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,29,30,total_pb210_activity,83.22333349978001,4.053333341439999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,30,32,total_pb210_activity,61.1333334556,2.9033333391399996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,32,34,total_pb210_activity,50.49000010098,2.2666666712000003
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,34,36,total_pb210_activity,55.16166677698999,2.0900000041799998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,36,38,total_pb210_activity,55.02666677672,2.54166667175
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,38,40,total_pb210_activity,46.88833342711,2.09166667085
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,40,42,total_pb210_activity,42.82166675231,2.4583333382499997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,42,44,total_pb210_activity,40.32166674730999,2.8500000057
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,44,46,total_pb210_activity,27.298333387929997,2.4533333382399998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,46,48,total_pb210_activity,43.22333341978,2.63666667194
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,48,50,total_pb210_activity,35.85166673837,1.9283333371899998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,50,52,total_pb210_activity,35.92500007184999,2.37500000475
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,52,54,total_pb210_activity,31.721666730109995,1.7283333367899998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,54,56,total_pb210_activity,31.78000006356,2.34833333803
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,56,58,total_pb210_activity,26.09333338552,2.69500000539
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,58,60,total_pb210_activity,27.133333387599997,2.53666667174
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,60,62,total_pb210_activity,22.88666671244,2.9333333391999994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,62,64,total_pb210_activity,24.155000048309997,2.3616666713899996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,64,66,total_pb210_activity,28.916666724499997,2.6800000053599997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,66,68,total_pb210_activity,26.056666718779997,1.9600000039199996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,0,1,total_pb210_activity,323.18166731302995,13.02500002605
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,1,2,total_pb210_activity,526.9500010539,10.275000020550001
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,2,3,total_pb210_activity,487.82833430898995,11.171666689010001
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,3,4,total_pb210_activity,413.62333416057993,5.9566666785799995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,4,5,total_pb210_activity,301.99166727064994,10.17666668702
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,5,6,total_pb210_activity,253.52333384037996,7.833333348999998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,6,7,total_pb210_activity,167.39666700145997,6.66166667999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,7,8,total_pb210_activity,78.55500015711,4.49333334232
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,8,9,total_pb210_activity,47.28666676124,4.1516666749699995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,9,10,total_pb210_activity,42.70000008539999,2.6766666720199996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,10,11,total_pb210_activity,38.02333340938,2.97666667262
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,11,12,total_pb210_activity,30.896666728459998,2.15333333764
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,12,13,total_pb210_activity,30.90833339515,2.48500000497
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,13,14,total_pb210_activity,28.731666724129997,1.7116666700899998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,14,15,total_pb210_activity,30.108333393549998,1.5116666696899999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,15,16,total_pb210_activity,29.52833339239,1.4616666695899998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,16,17,total_pb210_activity,29.62666672592,1.7833333369
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,17,18,total_pb210_activity,21.59833337653,1.86833333707
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,18,19,total_pb210_activity,28.376666723419994,1.9700000039399999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,19,20,total_pb210_activity,27.685000055369997,1.95666667058
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,20,21,total_pb210_activity,25.60500005121,1.90833333715
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,21,22,total_pb210_activity,26.27666671922,2.24666667116
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,22,23,total_pb210_activity,23.051666712769997,2.12000000424
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,23,24,total_pb210_activity,22.573333378479997,2.1833333376999997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,24,25,total_pb210_activity,21.47166670961,2.07666667082
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,25,26,total_pb210_activity,25.330000050659997,2.18166667103
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,26,27,total_pb210_activity,31.23500006247,2.7366666721399997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,27,28,total_pb210_activity,32.27500006455,2.32666667132
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,28,29,total_pb210_activity,26.281666719229996,2.0183333373699996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,29,30,total_pb210_activity,25.295000050589998,1.9216666705099998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,30,31,total_pb210_activity,23.93666671454,1.9200000038399998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,31,32,total_pb210_activity,26.51333338636,2.5633333384599997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,32,33,total_pb210_activity,33.84333340102,2.6200000052399997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,0,1,total_pb210_activity,320.58666730783995,11.541666689749999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,1,2,total_pb210_activity,405.99333414532,8.72833335079
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,2,3,total_pb210_activity,371.01666740869996,6.455000012909999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,3,4,total_pb210_activity,285.16166723699,3.96333334126
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,4,5,total_pb210_activity,167.50666700168,3.6016666738699996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,5,6,total_pb210_activity,250.5666671678,4.13500000827
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,6,7,total_pb210_activity,125.02333358338,2.7133333387599996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,7,8,total_pb210_activity,60.926666788519995,2.38833333811
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,8,9,total_pb210_activity,29.153333391639997,1.9766666706199998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,9,10,total_pb210_activity,33.208333399749996,1.80333333694
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,10,11,total_pb210_activity,35.333333404,2.11000000422
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,11,12,total_pb210_activity,35.87333340508,1.63500000327
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,12,13,total_pb210_activity,41.805000083610004,2.20333333774
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,13,14,total_pb210_activity,38.731666744129996,2.04500000409
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,14,15,total_pb210_activity,37.05333340743999,2.72333333878
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,15,16,total_pb210_activity,40.50833341434999,2.8066666722799996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,16,17,total_pb210_activity,47.993333429319996,2.19333333772
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,17,18,total_pb210_activity,49.19000009838,2.8483333390299994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,18,19,total_pb210_activity,53.62166677391,2.94333333922
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,19,20,total_pb210_activity,57.068333447469996,2.98500000597
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,20,21,total_pb210_activity,48.42666676352,1.76833333687
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,21,22,total_pb210_activity,54.896666776459995,1.8500000037
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,22,23,total_pb210_activity,52.7000001054,1.69166667005
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,23,24,total_pb210_activity,53.51000010701999,1.7066666700800002
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,24,25,total_pb210_activity,52.33833343801,1.90500000381
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,25,26,total_pb210_activity,55.66833344467,3.07333333948
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,26,27,total_pb210_activity,48.99000009798,2.20500000441
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,27,28,total_pb210_activity,44.77000008954,2.6900000053799995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,28,29,total_pb210_activity,46.19000009238,2.73833333881
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,29,30,total_pb210_activity,46.156666758979995,2.9500000058999998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,30,31,total_pb210_activity,50.14500010029,3.1433333396199994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,31,32,total_pb210_activity,44.52833342238999,2.6983333387299995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,32,33,total_pb210_activity,42.48833341831,3.17333333968
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,33,34,total_pb210_activity,38.283333409899996,2.64166667195
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,34,35,total_pb210_activity,43.92666675452,2.6133333385599995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,35,36,total_pb210_activity,39.28500007857,2.6600000053199997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,36,37,total_pb210_activity,48.14500009629,3.3266666733199997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,37,38,total_pb210_activity,35.29833340393,3.29666667326
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,38,39,total_pb210_activity,44.5333334224,3.1933333397199997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,39,40,total_pb210_activity,34.44833340223,2.9083333391499995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,40,41,total_pb210_activity,30.926666728519997,2.48666667164
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,41,42,total_pb210_activity,33.14333339961999,1.6533333366399998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,42,43,total_pb210_activity,29.99166672665,2.1900000043799994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,43,44,total_pb210_activity,34.19333340172,1.9516666705699999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,44,45,total_pb210_activity,37.716666742099996,2.2633333378600002
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,45,46,total_pb210_activity,35.04166673675,2.8950000057899996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,46,47,total_pb210_activity,32.78666673223999,2.4000000047999994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,47,48,total_pb210_activity,36.740000073480005,2.47333333828
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,48,49,total_pb210_activity,32.12666673091999,2.84000000568
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,49,50,total_pb210_activity,41.4000000828,3.5733333404799996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,50,51,total_pb210_activity,33.28000006656,3.3916666734499996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,51,52,total_pb210_activity,31.060000062119997,2.7766666722199997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,52,53,total_pb210_activity,32.32333339798,3.27166667321
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,53,54,total_pb210_activity,20.70500004141,4.17333334168
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,54,55,total_pb210_activity,27.655000055309998,3.1133333395599996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,0,1,total_pb210_activity,292.66166725199,8.78000001756
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,1,2,total_pb210_activity,269.51000053902,10.186666687039999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,2,3,total_pb210_activity,225.10666711687998,5.7633333448599995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,3,4,total_pb210_activity,149.40666696547999,4.91500000983
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,4,5,total_pb210_activity,100.4166668675,4.09666667486
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,5,6,total_pb210_activity,54.78500010957,2.6633333386599998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,6,7,total_pb210_activity,43.65166675397,2.53666667174
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,7,8,total_pb210_activity,38.25833340985,1.9900000039799999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,8,9,total_pb210_activity,28.56833339047,0.89166666845
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,9,10,total_pb210_activity,31.873333397079996,1.84500000369
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,10,11,total_pb210_activity,24.80666671628,2.9300000058599998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,11,12,total_pb210_activity,30.045000060089997,2.69500000539
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,12,13,total_pb210_activity,31.968333397269998,2.8483333390299994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,13,14,total_pb210_activity,36.116666738899994,2.7950000055899995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,14,15,total_pb210_activity,29.365000058729997,2.6050000052099995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,15,16,total_pb210_activity,25.300000050599998,2.2166666711
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTA,16,17,total_pb210_activity,21.253333375839997,2.5633333384599997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,0,1,total_pb210_activity,413.31500082662996,12.853333359039999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,1,2,total_pb210_activity,407.14333414761995,9.89333335312
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,2,3,total_pb210_activity,390.19500078039,11.62833335659
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,3,4,total_pb210_activity,341.29666734925996,7.81500001563
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,4,5,total_pb210_activity,224.01333378136,5.86833334507
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,5,6,total_pb210_activity,186.80333370693998,5.06166667679
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,6,7,total_pb210_activity,115.04833356342999,3.13000000626
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,7,8,total_pb210_activity,76.29833348592999,2.5933333385199995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,8,9,total_pb210_activity,53.83833344101,2.49833333833
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,9,10,total_pb210_activity,36.328333405989994,2.1550000043099997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,10,11,total_pb210_activity,28.05500005611,1.78166667023
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,11,12,total_pb210_activity,28.253333389839998,1.02000000204
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,12,13,total_pb210_activity,32.83166673233,2.2483333378299997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,13,14,total_pb210_activity,32.19166673105,2.6500000053
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,14,15,total_pb210_activity,30.311666727289996,2.48000000496
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,15,16,total_pb210_activity,27.350000054699997,2.03166667073
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,16,17,total_pb210_activity,31.576666729819998,2.20333333774
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,17,18,total_pb210_activity,29.283333391899998,2.1050000042099994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHTB,18,19,total_pb210_activity,25.923333385179994,2.18500000437
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,0,1,total_pb210_activity,386.39666743946,27.70500005541
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,1,2,total_pb210_activity,419.12333417158,21.543333376419998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,2,3,total_pb210_activity,470.16833427367,25.86000005172
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,3,4,total_pb210_activity,379.21666742509996,20.933333375199997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,4,5,total_pb210_activity,314.09666729485997,18.123333369579996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,5,6,total_pb210_activity,277.00166722067,19.69500003939
