study_id,site_id,core_id,depth_min,depth_max,radioisotope,radioactivity,error
Gonneea_et_al_2018,Hamblin_Pond,HBB,22,23,excess_pb210_activity,47.86362429572725,4.844694176356055
Gonneea_et_al_2018,Hamblin_Pond,HBB,23,24,excess_pb210_activity,36.735099806803525,5.746225228159116
Gonneea_et_al_2018,Hamblin_Pond,HBB,24,25,excess_pb210_activity,21.147383042294766,5.4052203941437735
Gonneea_et_al_2018,Hamblin_Pond,HBB,25,26,excess_pb210_activity,19.446032188892065,6.99821359732976
Gonneea_et_al_2018,Hamblin_Pond,HBB,26,27,excess_pb210_activity,21.645702159958066,6.975194313950388
Gonneea_et_al_2018,Hamblin_Pond,HBB,27,28,excess_pb210_activity,27.979145922624955,4.398894258797788
Gonneea_et_al_2018,Hamblin_Pond,HBB,28,29,excess_pb210_activity,30.20991379375316,4.062434608124869
Gonneea_et_al_2018,Hamblin_Pond,HBB,29,30,excess_pb210_activity,12.873310942413289,5.673238911346478
Gonneea_et_al_2018,Hamblin_Pond,HBB,30,32,excess_pb210_activity,1.5439501030879001,4.18069197502805
Gonneea_et_al_2018,Hamblin_Pond,HBB,32,34,excess_pb210_activity,3.7001611074003216,2.899727639132789
Gonneea_et_al_2018,Hamblin_Pond,HBB,34,36,excess_pb210_activity,3.8246049076492095,3.0710952061421906
Gonneea_et_al_2018,Hamblin_Pond,HBC,0,1,excess_pb210_activity,350.313176867293,21.044884392089767
Gonneea_et_al_2018,Hamblin_Pond,HBC,1,2,excess_pb210_activity,236.09078563884822,8.579958783826582
Gonneea_et_al_2018,Hamblin_Pond,HBC,2,3,excess_pb210_activity,308.1822059496977,13.341561976683124
Gonneea_et_al_2018,Hamblin_Pond,HBC,3,4,excess_pb210_activity,312.79777495892887,12.648351441963369
Gonneea_et_al_2018,Hamblin_Pond,HBC,4,5,excess_pb210_activity,344.36216302205764,13.612724293892116
Gonneea_et_al_2018,Hamblin_Pond,HBC,5,6,excess_pb210_activity,321.92383081051435,13.469261826938522
Gonneea_et_al_2018,Hamblin_Pond,HBC,6,7,excess_pb210_activity,374.45926958225186,17.531018251728703
Gonneea_et_al_2018,Hamblin_Pond,HBC,7,8,excess_pb210_activity,269.75170537283674,12.693528792053725
Gonneea_et_al_2018,Hamblin_Pond,HBC,8,9,excess_pb210_activity,256.22670367912,12.26390582452781
Gonneea_et_al_2018,Hamblin_Pond,HBC,9,10,excess_pb210_activity,250.42943716752552,11.965431640597528
Gonneea_et_al_2018,Hamblin_Pond,HBC,10,11,excess_pb210_activity,152.91299730582597,9.702647352738627
Gonneea_et_al_2018,Hamblin_Pond,HBC,11,12,excess_pb210_activity,197.52593039505183,13.792015860917365
Gonneea_et_al_2018,Hamblin_Pond,HBC,12,13,excess_pb210_activity,204.45066257556797,14.363340445393346
Gonneea_et_al_2018,Hamblin_Pond,HBC,13,14,excess_pb210_activity,180.22225102711116,11.602403889871475
Gonneea_et_al_2018,Hamblin_Pond,HBC,14,15,excess_pb210_activity,180.7567581948468,10.598781737864229
Gonneea_et_al_2018,Hamblin_Pond,HBC,15,16,excess_pb210_activity,200.7617685681902,11.129488738925644
Gonneea_et_al_2018,Hamblin_Pond,HBC,16,17,excess_pb210_activity,174.4646923489294,10.245568053824469
Gonneea_et_al_2018,Hamblin_Pond,HBC,17,18,excess_pb210_activity,127.86993737240654,8.958561651250456
Gonneea_et_al_2018,Hamblin_Pond,HBC,18,19,excess_pb210_activity,130.3305793273278,11.12110138890887
Gonneea_et_al_2018,Hamblin_Pond,HBC,19,20,excess_pb210_activity,114.14487994495641,8.495851533658369
Gonneea_et_al_2018,Hamblin_Pond,HBC,20,21,excess_pb210_activity,111.70621347341242,11.806012206945356
Gonneea_et_al_2018,Hamblin_Pond,HBC,21,22,excess_pb210_activity,75.45834133425001,8.348933816697869
Gonneea_et_al_2018,Hamblin_Pond,HBC,22,23,excess_pb210_activity,39.029558911392456,6.763455696860244
Gonneea_et_al_2018,Hamblin_Pond,HBC,23,24,excess_pb210_activity,74.935337483204,6.8098649969530625
Gonneea_et_al_2018,Hamblin_Pond,HBC,24,25,excess_pb210_activity,58.36499065006331,7.441391664882783
Gonneea_et_al_2018,Hamblin_Pond,HBC,25,26,excess_pb210_activity,65.24226903048454,7.768716298870765
Gonneea_et_al_2018,Hamblin_Pond,HBC,26,27,excess_pb210_activity,51.38506378610345,9.337825918675652
Gonneea_et_al_2018,Hamblin_Pond,HBC,27,28,excess_pb210_activity,51.007467718681596,6.860920263721841
Gonneea_et_al_2018,Hamblin_Pond,HBC,28,29,excess_pb210_activity,34.074620301482575,5.272190927211048
Gonneea_et_al_2018,Hamblin_Pond,HBC,29,30,excess_pb210_activity,25.30619566727906,4.476559042286452
Gonneea_et_al_2018,Hamblin_Pond,HBC,30,32,excess_pb210_activity,9.271971218543941,2.773380405546761
Gonneea_et_al_2018,Hamblin_Pond,HBC,32,34,excess_pb210_activity,3.8437660743541984,2.68794187204255
Gonneea_et_al_2018,Hamblin_Pond,HBC,34,36,excess_pb210_activity,5.906187011812373,2.949283322565233
Gonneea_et_al_2018,Hamblin_Pond,HBC,36,38,excess_pb210_activity,8.776518884219703,3.373869473414405
Gonneea_et_al_2018,Hamblin_Pond,HBC,38,40,excess_pb210_activity,0.8015487349364308,3.0000000059999996
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,0,1,excess_pb210_activity,386.0294252720588,13.205833993078334
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,1,2,excess_pb210_activity,460.24837125383004,10.259845337186356
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,2,3,excess_pb210_activity,440.6353872146041,11.582134206497601
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,3,4,excess_pb210_activity,381.1241735955816,12.082803474165607
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,4,5,excess_pb210_activity,307.42574361485146,9.616597485899861
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,5,6,excess_pb210_activity,218.34844860336352,7.458092281582851
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,6,7,excess_pb210_activity,161.59456178985576,6.389288862778578
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,7,8,excess_pb210_activity,171.2474055091615,6.213589962427179
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,8,9,excess_pb210_activity,167.301844167937,7.359113948051561
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,9,10,excess_pb210_activity,138.1259583929186,5.748901511497803
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,10,11,excess_pb210_activity,186.35221970603777,9.721344636109354
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,11.25,12.25,excess_pb210_activity,141.9603835172541,7.532003881730674
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,12.75,13.75,excess_pb210_activity,105.90959526181919,6.687426496708187
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,14,15,excess_pb210_activity,196.46625355959915,8.60602285054538
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,15,16,excess_pb210_activity,173.28854201324373,11.98781870730897
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,16,17,excess_pb210_activity,167.52477016838287,10.694402121388803
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,17,18,excess_pb210_activity,169.29604400525875,8.401869550137071
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,18,19,excess_pb210_activity,105.79374209492082,5.230183327127032
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,19,20,excess_pb210_activity,72.98061516262788,7.2881523645763044
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,20,21,excess_pb210_activity,51.323276569313215,5.234019960468039
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,21,22,excess_pb210_activity,34.438814402210966,5.044331410088662
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,22,23,excess_pb210_activity,19.549762422432856,5.198636077063938
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,23,24,excess_pb210_activity,23.673048097346093,4.569420625805508
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,24,25,excess_pb210_activity,75.70830890141661,7.016017097365367
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,25,26,excess_pb210_activity,123.61581124723162,9.615867702565067
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,26,27,excess_pb210_activity,58.27226871654453,6.130877245595087
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,27,28,excess_pb210_activity,48.95911678125156,7.761676915523354
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,28,29,excess_pb210_activity,25.191397300382793,6.127807295588948
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,29,30,excess_pb210_activity,34.05484053477635,5.515567711031135
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,30,32,excess_pb210_activity,24.754347849508694,2.842264889017863
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,32,34,excess_pb210_activity,10.721127854775588,1.8414176703495018
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,34,36,excess_pb210_activity,4.267044941867423,2.0159446706985555
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,36,38,excess_pb210_activity,-0.06773056680212779,1.8855558204377783
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,38,40,excess_pb210_activity,0.8052415682771498,2.177186154354372
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,40,42,excess_pb210_activity,7.940237915880477,3.1535622563071244
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,0,1,excess_pb210_activity,554.8407126096814,19.597874872529083
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,1,2,excess_pb210_activity,604.931204876529,11.26387633919442
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,2,3,excess_pb210_activity,417.7271651687876,9.239885918479771
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,3,4,excess_pb210_activity,261.8280486903227,7.886182849105699
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,4,5,excess_pb210_activity,254.6828691760324,8.57432820048199
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,5,6,excess_pb210_activity,214.66189776265713,12.51072779168812
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,6,7,excess_pb210_activity,243.07253665281172,16.42472866618279
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,7,8,excess_pb210_activity,212.96308109259283,15.291582230583163
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,8,9,excess_pb210_activity,135.60017265453368,10.756827471513654
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,9,10,excess_pb210_activity,131.89519841379038,7.8150665822968
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,10,11,excess_pb210_activity,63.3514854100363,5.320091510640183
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,11,12,excess_pb210_activity,38.763383027526764,3.030727522728122
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,12,13,excess_pb210_activity,13.799326377598653,2.1256949375847234
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,13,14,excess_pb210_activity,15.369799114072931,2.4875317883083965
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,14,15,excess_pb210_activity,8.45051591690103,1.5492576364318487
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,15,16,excess_pb210_activity,17.120410667574156,3.417266940167867
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,16,17,excess_pb210_activity,4.240604991814543,1.3710522527421043
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,17,18,excess_pb210_activity,1.3774991860883314,1.8745117704156902
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,18,19,excess_pb210_activity,0.7139561347612455,1.4421090695508847
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,19,20,excess_pb210_activity,2.0631299541262598,1.135846218938359
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,0,1,excess_pb210_activity,401.02110080204216,8.146474932959617
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,1,2,excess_pb210_activity,381.0545334287757,8.364813483396293
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,2,3,excess_pb210_activity,395.26684879053363,10.722972438112611
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,3,4,excess_pb210_activity,443.53298272039933,9.336500852006335
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,4,5,excess_pb210_activity,390.0782344468231,8.694530817389062
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,5,6,excess_pb210_activity,428.4157875234982,14.009841144686346
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,6,7,excess_pb210_activity,370.5353567410707,11.815861323631722
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,7,8,excess_pb210_activity,347.7627668621922,13.492428176984856
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,8,9,excess_pb210_activity,304.0751277748169,12.306740891280148
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,9,10,excess_pb210_activity,264.79485636292304,9.774003219548005
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,10,11,excess_pb210_activity,351.212863035759,6.786129096905591
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,11,12,excess_pb210_activity,353.84757354102845,6.176385462352771
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,12,13,excess_pb210_activity,177.38439218810208,5.02796369338926
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,13,14,excess_pb210_activity,94.11811732156956,5.060886526788439
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,14,15,excess_pb210_activity,115.20705026374742,9.113103068226208
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,15,16,excess_pb210_activity,118.73457388746915,6.75453021350906
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,16,17,excess_pb210_activity,81.9865395473064,5.036131560072263
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,17,18,excess_pb210_activity,78.33104908999543,7.796655165593309
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,18,19,excess_pb210_activity,108.43451103353567,9.528145535722956
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,19,20,excess_pb210_activity,110.4084058708168,8.096790232860247
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,20,21,excess_pb210_activity,118.95390927124113,11.177917055689166
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,21,22,excess_pb210_activity,116.55139143310278,8.31515581663031
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,22,23,excess_pb210_activity,84.33573485200479,7.637977015275954
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,23,24,excess_pb210_activity,82.69839398206345,7.850352599034039
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,24,25,excess_pb210_activity,59.277464568554926,9.994224936655115
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,25,26,excess_pb210_activity,28.295397706590794,8.69162698404992
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,26,27,excess_pb210_activity,23.312508629958348,10.152200120304398
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,27,28,excess_pb210_activity,39.138392011610115,7.710086915420173
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,28,29,excess_pb210_activity,23.463720330260774,7.861925199057183
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,29,30,excess_pb210_activity,22.17569199435138,3.6946450240559567
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,30,32,excess_pb210_activity,23.721137097442274,3.535652607071305
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,32,34,excess_pb210_activity,16.939894750546454,3.1724458730115583
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,34,36,excess_pb210_activity,10.10758052021516,2.1118443042236885
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,36,38,excess_pb210_activity,4.770477542874287,2.4198053548396103
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,38,40,excess_pb210_activity,5.155509860311019,2.4290239048580475
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,40,42,excess_pb210_activity,5.428239010856479,2.2291906877917143
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,42,44,excess_pb210_activity,-1.057443218781553,1.710408936754151
Kemp_et_al_2020,Barnegat_Bay,BB1B,0,2,excess_pb210_activity,166.00000033199998,32.166666731
Kemp_et_al_2020,Barnegat_Bay,BB1B,2,4,excess_pb210_activity,163.50000032699998,22.833333379
Kemp_et_al_2020,Barnegat_Bay,BB1B,4,6,excess_pb210_activity,138.33333361,25.333333384
Kemp_et_al_2020,Barnegat_Bay,BB1B,6,8,excess_pb210_activity,104.50000020899999,19.833333373
Kemp_et_al_2020,Barnegat_Bay,BB1B,8,10,excess_pb210_activity,69.500000139,17.333333367999998
Kemp_et_al_2020,Barnegat_Bay,BB1B,10,12,excess_pb210_activity,57.000000114,16.500000033
Kemp_et_al_2020,Barnegat_Bay,BB1B,12,14,excess_pb210_activity,65.33333346399999,11.166666689
Kemp_et_al_2020,Barnegat_Bay,BB1B,14,16,excess_pb210_activity,39.333333411999995,11.66666669
Kemp_et_al_2020,Barnegat_Bay,BB1B,16,18,excess_pb210_activity,50.333333434,8.500000017
Kemp_et_al_2020,Barnegat_Bay,BB1B,18,20,excess_pb210_activity,49.333333431999996,7.666666682
Kemp_et_al_2020,Barnegat_Bay,BB1B,20,22,excess_pb210_activity,31.500000062999995,7.500000015
Kemp_et_al_2020,Barnegat_Bay,BB1B,22,24,excess_pb210_activity,32.166666731,7.166666681
Kemp_et_al_2020,Barnegat_Bay,BB1B,24,26,excess_pb210_activity,25.833333385,4.500000009
Kemp_et_al_2020,Barnegat_Bay,BB1B,26,28,excess_pb210_activity,10.500000021,5.500000011
Kemp_et_al_2020,Barnegat_Bay,BB1B,28,30,excess_pb210_activity,3.166666673,4.500000009
Kemp_et_al_2020,Barnegat_Bay,BB1B,30,32,excess_pb210_activity,1.333333336,3.166666673
Kemp_et_al_2020,Barnegat_Bay,BB1B,32,34,excess_pb210_activity,0,2.8333333389999997
Kemp_et_al_2020,Barnegat_Bay,BB1B,34,36,excess_pb210_activity,0,3.0000000059999996
Kusumaningtyas_et_al_2018,Berau,B2,0,5,excess_pb210_activity,5.48,2.85
Kusumaningtyas_et_al_2018,Berau,B2,20,25,excess_pb210_activity,4.56,1.57
Kusumaningtyas_et_al_2018,Berau,B2,40,45,excess_pb210_activity,8.1,2.19
Kusumaningtyas_et_al_2018,Berau,B2,60,65,excess_pb210_activity,4.01,1.77
Kusumaningtyas_et_al_2018,Berau,B2,85,90,excess_pb210_activity,13.78,4.19
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,0,5,excess_pb210_activity,10.61,4.47
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,10,15,excess_pb210_activity,28.56,4.98
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,20,25,excess_pb210_activity,18.04,4.72
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,35,40,excess_pb210_activity,10.24,4.51
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,45,50,excess_pb210_activity,18.26,5.43
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,60,65,excess_pb210_activity,6.32,3.3
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,70,75,excess_pb210_activity,13.4,2.37
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,85,90,excess_pb210_activity,4.34,4.09
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,95,100,excess_pb210_activity,7.97,4.56
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,0,5,excess_pb210_activity,20.56,4.45
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,5,10,excess_pb210_activity,0.02,2.04
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,10,15,excess_pb210_activity,-2.39,2.36
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,15,20,excess_pb210_activity,4.1,2.06
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,20,25,excess_pb210_activity,4.24,1.5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,25,30,excess_pb210_activity,0.76,2.43
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,30,35,excess_pb210_activity,1.4,1.99
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,35,40,excess_pb210_activity,2.64,2.91
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,40,45,excess_pb210_activity,5.51,2.52
Lafratta_et_al_2018,False bay,1Rs,1,1.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,1Rs,2,2.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,1Rs,4,4.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,1Rs,6,6.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,1Rs,8,8.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,1Rs,10,10.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,1Rs,11,11.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,1Rs,12,12.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,0.5,1,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,3,3.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,6.5,7,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,7.5,8,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,8.5,9,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,9.5,10,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,10.5,11,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,11.5,12,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,12.5,13,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,14.5,15,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,16.5,17,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3B,18.5,19,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,0.5,1,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,2.5,3,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,4.5,5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,6.5,7,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,8.5,9,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,10.5,11,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,12.5,13,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,14.5,15,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,16.5,17,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rc,18.5,19,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rs,1,1.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rs,4,4.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rs,7,7.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rs,10,10.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rs,12,12.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rs,16,16.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,3Rs,25,26,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,0.5,1,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,1.5,2,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,2.5,3,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,3.5,4,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,4.5,5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,5.5,6,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,6.5,7,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,7.5,8,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,8.5,9,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,10,10.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,11,11.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,11.5,12,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,12,12.5,excess_pb210_activity,NA,NA
Lafratta_et_al_2018,False bay,6Rc,14,14.5,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,1,3,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,4,6,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,6,8,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,8,10,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,10,12,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,12,14,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,14,16,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,16,18,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,18,20,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,20,22,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,22,24,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,24,26,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,26,28,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,28,30,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,30,32,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,32,34,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,1,3,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,4,6,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,6,8,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,8,10,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,10,12,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,12,14,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,14,16,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,16,18,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,18,20,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,20,22,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,22,24,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,24,26,excess_pb210_activity,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG2,26,28,excess_pb210_activity,NA,NA
