depth	min	max	median	mean
0	-66	-66	-66	-66
1	-62	-60	-61	-61
2	-57	-53	-56	-56
3	-53	-47	-50	-50
4	-48	-40	-45	-44
5	-44	-34	-40	-40
6	-42	-29	-36	-36
7	-40	-27	-34	-34
8	-38	-24	-32	-32
9	-37	-22	-30	-30
10	-35	-19	-28	-28
11	-33	-15	-26	-25
12	-31	-11	-22	-22
13	-28	-6	-19	-18
14	-25	0	-15	-14
15	-22	6	-10	-9
16	-18	12	-5	-5
17	-15	18	-1	-1
18	-12	23	3	4
19	-9	28	7	8
20	-6	32	11	12
21	-3	37	15	15
22	0	41	18	19
23	3	45	22	22
24	6	49	25	26
25	9	53	29	30
26	12	57	33	33
27	14	61	36	37
28	17	65	40	40
29	20	69	43	44
30	23	74	47	47
31	26	77	50	51
32	29	81	54	54
33	32	85	58	58
34	35	89	61	61
35	39	93	65	65
36	42	96	68	68
37	45	100	72	72
38	48	104	75	76
39	51	108	79	79
40	54	112	82	83
41	58	115	86	86
42	61	119	90	90
43	64	123	93	93
44	67	126	97	97
45	71	130	100	100
46	74	133	104	104
47	77	137	107	107
48	80	140	111	111
49	84	143	114	114
50	87	147	117	118
51	91	150	121	121
52	94	154	125	124
53	98	157	128	128
54	101	161	132	131
55	104	164	135	135
56	108	167	139	138
57	111	171	142	142
58	115	174	146	145
59	119	177	149	149
60	122	181	153	152
61	126	184	156	156
62	129	187	160	159
63	133	191	164	163
64	136	194	167	167
65	140	197	171	170
66	144	201	174	174
67	147	204	178	177
68	151	207	181	181
69	155	210	185	184
70	158	213	188	188
71	162	216	192	191
72	166	219	195	195
73	169	222	199	198
74	173	225	203	202
75	176	228	206	205
76	180	231	209	209
77	184	234	213	212
78	188	237	217	215
79	192	239	220	219
80	196	242	224	222
81	200	245	227	226
82	204	248	231	229
83	208	250	234	233
84	212	253	238	236
85	216	255	241	239
86	219	257	244	243
87	223	259	248	246
88	226	261	251	249
