depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-61	-62	-62
2	-63	-57	-60	-60
3	-62	-52	-58	-57
4	-61	-48	-55	-55
5	-60	-44	-53	-52
6	-59	-40	-50	-50
7	-58	-36	-48	-48
8	-57	-32	-45	-45
9	-56	-28	-43	-43
10	-55	-24	-41	-40
11	-54	-20	-38	-38
12	-53	-16	-36	-35
13	-52	-12	-33	-33
14	-51	-8	-31	-31
15	-51	-5	-29	-28
16	-50	-1	-26	-26
17	-49	3	-24	-23
18	-48	7	-22	-21
19	-47	11	-19	-19
20	-46	15	-17	-16
21	-45	19	-14	-14
22	-44	22	-12	-11
23	-43	26	-9	-9
24	-42	30	-7	-7
25	-42	34	-4	-4
26	-41	37	-2	-2
27	-40	41	1	0
28	-39	44	3	3
29	-38	48	6	5
30	-37	52	8	7
31	-36	55	10	10
32	-36	59	13	12
33	-35	63	15	14
34	-34	66	18	17
35	-33	69	20	19
36	-32	73	22	21
37	-31	76	24	23
38	-31	80	27	26
39	-30	83	29	28
40	-29	87	31	30
41	-28	90	33	32
42	-27	93	36	34
43	-27	96	38	36
44	-26	100	40	39
45	-25	103	42	41
46	-24	106	45	43
47	-23	110	47	45
48	-23	113	49	47
49	-22	116	51	49
50	-21	119	53	51
51	-21	122	55	53
52	-20	125	57	55
53	-19	128	59	57
54	-18	131	61	59
55	-18	134	63	61
56	-17	137	65	63
57	-16	140	67	65
58	-15	143	69	67
59	-15	146	71	69
60	-14	149	73	71
61	-13	152	75	73
62	-13	155	77	75
63	-12	158	79	77
64	-11	160	81	79
65	-11	163	82	81
66	-10	166	84	82
67	-9	168	86	84
68	-9	171	88	86
69	-8	174	90	88
70	-7	176	91	90
71	-7	179	93	91
72	-6	181	95	93
73	-5	184	97	95
74	-5	187	98	97
75	-4	189	100	98
76	-4	191	102	100
77	-3	194	103	102
78	-3	196	105	103
79	-2	198	107	105
80	-2	201	108	107
81	-1	203	110	108
82	-1	205	111	110
83	0	208	113	111
84	0	210	114	113
85	1	212	115	114
86	1	215	117	116
87	2	217	118	117
88	3	219	119	119
89	3	222	121	120
90	3	224	122	122
91	4	226	123	123
92	4	229	125	124
93	5	231	126	126
94	5	233	127	127
95	6	235	129	129
96	6	238	130	130
97	6	241	131	131
98	7	243	133	132
99	7	246	134	134
100	7	249	135	135
