depth	min	max	median	mean
0	-68	-68	-68	-68
1	-65	-64	-64	-64
2	-62	-60	-61	-61
3	-58	-55	-56	-56
4	-54	-50	-52	-52
5	-50	-46	-48	-48
6	-46	-41	-43	-43
7	-41	-36	-39	-39
8	-37	-30	-34	-34
9	-33	-25	-29	-29
10	-29	-19	-24	-24
11	-23	-12	-18	-18
12	-18	-5	-12	-12
13	-12	2	-5	-5
14	-7	10	2	2
15	-1	20	10	10
16	4	31	18	18
17	10	42	26	26
18	15	54	33	34
19	19	65	41	42
20	24	78	49	50
21	28	85	55	55
22	31	94	61	61
23	34	102	67	67
24	37	111	72	73
25	40	120	78	78
26	43	129	83	84
27	45	138	88	89
28	47	148	92	94
29	49	158	97	99
30	51	168	102	104
31	53	180	106	109
32	55	193	111	115
