depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-57	-58	-57
2	-56	-54	-55	-55
3	-54	-51	-53	-53
4	-53	-47	-51	-50
5	-51	-45	-49	-49
6	-50	-43	-47	-47
7	-48	-41	-45	-45
8	-46	-38	-43	-43
9	-44	-36	-41	-40
10	-42	-33	-38	-38
11	-40	-30	-36	-35
12	-37	-27	-33	-33
13	-34	-22	-29	-29
14	-31	-18	-25	-25
15	-28	-14	-22	-21
16	-25	-9	-18	-18
17	-21	-4	-14	-13
18	-18	2	-9	-9
19	-14	7	-5	-5
20	-11	13	0	0
21	-7	19	4	5
22	-4	27	9	10
23	0	33	14	15
24	4	40	19	20
25	7	49	25	26
26	11	59	30	31
27	15	65	36	37
28	19	73	42	43
29	23	81	48	49
30	27	90	53	55
31	31	97	59	60
32	35	106	64	66
33	39	113	70	71
34	43	120	75	77
35	47	127	80	82
36	50	134	85	87
37	54	140	91	92
38	58	146	96	97
39	61	153	101	102
40	65	159	106	107
41	69	166	111	112
42	72	172	116	117
43	76	178	121	122
44	79	185	126	127
45	83	190	131	133
46	86	198	136	138
47	90	205	141	143
48	93	212	146	148
49	96	220	151	153
50	99	228	155	158
