labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.17,195.0536606,31.61405845,2,8.187133543,1.514212044
2,4,0.48,87.24857336,14.38079079,2,18.55504434,1.829338152
3,6,0.67,70.78103538,11.98677397,2,18.25053941,1.924785601
4,8,0.8,36.06550708,6.342002204,2,21.4272572,1.939793997
5,10,0.89,26.71052848,4.827999469,2,18.60026372,1.682059303
6,14,0.7,23.01533531,4.931907085,2,18.55233482,1.881300891
7,20,0.65,25.56725474,4.928878647,2,21.35220658,1.95847452
8,32,0.69,25.80516711,5.001105261,2,21.29754334,1.969848814
9,44,0.53,22.85224531,4.292761249,2,15.19534007,1.45142935
10,50,0.3,19.34562316,3.9668213,2,13.70763056,1.387451879
