depth	min	max	median	mean
0	-63	-63	-63	-63
1	-61	-57	-59	-59
2	-58	-51	-55	-55
3	-55	-44	-50	-50
4	-51	-37	-45	-45
5	-47	-28	-39	-39
6	-44	-18	-34	-33
7	-41	-11	-29	-28
8	-38	-3	-24	-23
9	-35	4	-19	-19
10	-32	11	-15	-14
11	-30	17	-11	-10
12	-27	24	-6	-5
13	-24	30	-2	-1
14	-22	36	2	3
15	-19	41	7	8
16	-16	47	11	12
17	-13	53	16	17
18	-11	59	20	21
19	-7	65	25	26
20	-4	72	30	31
21	-1	77	35	36
22	2	83	40	40
23	6	89	44	45
24	9	94	49	50
25	12	100	54	54
26	16	107	58	59
27	19	112	63	64
28	22	118	68	68
29	26	123	73	73
30	29	129	78	78
31	32	134	82	83
32	36	139	87	88
33	39	145	92	92
34	43	150	97	97
35	46	155	102	102
36	49	160	107	106
37	53	165	112	111
38	56	171	116	116
39	59	176	121	120
40	61	182	126	125
41	64	187	131	130
42	67	192	136	134
43	70	197	141	139
44	73	202	145	144
45	77	207	150	148
46	79	212	155	153
47	82	217	160	158
48	84	222	164	162
49	87	228	169	167
50	88	235	174	171
