depth	min	max	median	mean
0	-64	-64	-64	-64
1	-62	-55	-59	-59
2	-61	-45	-54	-54
3	-56	-38	-49	-48
4	-52	-29	-43	-42
5	-47	-20	-36	-35
6	-43	-7	-29	-28
7	-38	1	-22	-21
8	-34	12	-15	-14
9	-29	22	-8	-7
10	-25	34	-1	0
11	-22	40	4	6
12	-18	49	10	11
13	-15	55	15	16
14	-12	62	20	21
15	-9	69	25	26
16	-7	76	30	31
17	-4	83	34	36
18	-1	90	39	41
19	1	97	44	45
20	4	104	48	50
21	7	111	53	55
22	10	118	58	60
23	13	125	63	65
24	16	133	68	70
25	20	140	73	75
26	23	150	78	80
27	26	159	83	85
