depth	min	max	median	mean
0	-69	-69	-69	-69
1	-67	-64	-65	-65
2	-64	-58	-61	-61
3	-62	-53	-58	-58
4	-61	-48	-54	-54
5	-59	-45	-52	-52
6	-58	-42	-50	-50
7	-57	-39	-48	-48
8	-56	-36	-46	-46
9	-56	-34	-45	-45
10	-55	-32	-43	-44
11	-54	-27	-41	-41
12	-53	-22	-38	-38
13	-53	-21	-37	-37
14	-53	-20	-37	-37
15	-52	-17	-35	-35
16	-52	-15	-34	-34
17	-51	-9	-31	-31
18	-49	-2	-28	-28
19	-48	5	-26	-25
20	-47	12	-22	-21
21	-46	18	-18	-17
22	-44	26	-14	-13
23	-42	33	-10	-8
24	-40	42	-5	-3
25	-38	47	-1	0
26	-37	53	3	4
27	-34	58	8	9
28	-32	65	12	13
29	-28	70	18	19
30	-23	77	24	25
31	-20	83	29	30
32	-17	89	34	34
33	-12	94	39	40
34	-8	101	44	45
35	-5	106	50	50
36	-2	112	54	54
37	4	118	60	60
38	8	124	65	65
39	13	128	70	70
40	17	134	75	75
41	23	139	80	80
42	28	144	85	86
43	34	149	90	91
44	37	155	95	96
45	42	159	100	101
46	46	165	105	106
