depth	min	max	median	mean
0	-61	-61	-61	-61
1	-59	-58	-59	-59
2	-57	-54	-56	-56
3	-56	-50	-53	-53
4	-55	-43	-50	-50
5	-52	-40	-47	-47
6	-49	-35	-44	-43
7	-46	-32	-40	-40
8	-44	-27	-36	-36
9	-40	-20	-31	-31
10	-36	-12	-26	-25
11	-31	-9	-22	-22
12	-28	-4	-19	-18
13	-27	0	-17	-16
14	-25	3	-15	-14
15	-22	8	-12	-10
16	-20	13	-9	-7
17	-17	20	-5	-3
18	-14	28	-1	0
19	-9	36	4	6
20	-5	43	9	11
21	4	52	23	24
22	12	70	36	38
23	20	76	44	45
24	26	86	51	53
25	29	93	56	57
26	31	102	60	62
27	35	108	65	67
28	38	116	70	72
29	40	121	73	75
30	42	127	76	79
31	46	132	80	83
32	50	139	85	88
33	53	145	91	93
34	56	153	96	99
35	60	159	102	104
36	64	166	107	109
37	67	171	112	114
38	70	178	117	119
39	74	184	122	124
40	77	191	126	129
41	82	196	132	134
42	85	204	137	139
