depth	min	max	median	mean
0	-62	-62	-62	-62
1	-61	-61	-61	-61
2	-60	-59	-60	-60
3	-59	-58	-59	-59
4	-58	-57	-57	-57
5	-57	-56	-56	-56
6	-56	-55	-55	-55
7	-55	-53	-54	-54
8	-54	-52	-53	-53
9	-53	-51	-52	-52
10	-52	-50	-51	-51
11	-51	-49	-50	-50
12	-50	-48	-49	-49
13	-49	-47	-48	-48
14	-48	-46	-47	-47
15	-47	-44	-46	-46
16	-46	-43	-45	-45
17	-45	-42	-43	-43
18	-44	-41	-42	-42
19	-43	-40	-41	-41
20	-42	-39	-40	-40
21	-41	-38	-39	-39
22	-40	-36	-38	-38
23	-39	-35	-37	-37
24	-38	-34	-36	-36
25	-36	-32	-34	-34
26	-35	-30	-33	-33
27	-34	-29	-31	-31
28	-33	-28	-30	-30
29	-31	-27	-29	-29
30	-30	-25	-28	-28
31	-29	-24	-26	-26
32	-27	-22	-25	-25
33	-26	-20	-23	-23
34	-24	-18	-21	-21
35	-22	-16	-19	-19
36	-21	-14	-17	-17
37	-19	-12	-15	-15
38	-17	-10	-13	-14
39	-15	-8	-11	-11
40	-13	-5	-9	-9
41	-11	-2	-7	-7
42	-9	0	-4	-4
43	-7	4	-1	-1
44	-4	8	2	2
45	-1	12	5	5
46	2	17	9	9
47	5	22	13	13
48	8	27	17	17
49	12	32	21	21
50	15	37	25	25
51	18	43	29	30
52	21	50	34	34
53	25	57	39	39
54	29	64	44	45
55	32	72	50	51
56	36	81	56	56
57	40	90	62	63
58	44	99	68	69
59	48	109	74	75
60	51	119	80	81
61	54	132	86	88
62	56	145	92	94
