labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,1,0.6719119799922398,16.253858108973102,1.4668616026882133,0.5
2,3.5,0.4585171496862421,32.25885787072332,5.498929328509461,0.5
3,7,0.8298612784788486,17.735371353347002,2.68886619221506,0.5
4,8,0.6963669595826205,21.77590948773365,2.394743428474119,0.5
5,9,0.8959964458336988,19.555859153967425,1.345740936139065,0.5
6,10,0.6970106351902596,22.657025538471103,2.016224351961365,0.5
7,11,0.7617550630197866,20.301144822184103,1.3137575632963474,0.5
8,12,0.8433551204918347,18.0307007400724,1.585510433129139,0.5
9,13,0.9894461376784917,14.426397467994503,1.02117311513588,0.5
10,15,0.7251556012672894,15.542181929012004,1.6755277024567232,0.5
11,17,0.7564522432470162,25.06665608154408,2.322586053343077,0.5
12,19,0.9629920707365658,12.689553698264142,1.3933352000247454,0.5
