depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-64	-64	-64
2	-63	-63	-63	-63
3	-62	-61	-62	-62
4	-60	-58	-59	-59
5	-59	-56	-58	-58
6	-58	-54	-56	-56
7	-56	-52	-54	-54
8	-55	-51	-53	-53
9	-54	-49	-52	-52
10	-53	-48	-51	-51
11	-52	-46	-50	-50
12	-51	-45	-48	-48
13	-50	-44	-48	-47
14	-50	-42	-47	-46
15	-48	-41	-45	-45
16	-47	-38	-43	-43
17	-46	-36	-42	-42
18	-45	-35	-41	-41
19	-45	-35	-41	-41
20	-45	-34	-40	-40
21	-44	-33	-39	-39
22	-43	-31	-38	-37
23	-40	-27	-35	-34
24	-37	-20	-30	-30
25	-32	-8	-23	-22
26	-28	1	-17	-16
27	-21	15	-7	-6
28	-16	27	0	1
29	-7	38	12	13
30	-2	46	19	19
