depth	min	max	median	mean
0	-68	-68	-68	-68
1	-67	-66	-67	-67
2	-66	-64	-65	-65
3	-65	-62	-64	-64
4	-63	-60	-61	-61
5	-61	-57	-60	-60
6	-60	-55	-58	-58
7	-58	-52	-56	-55
8	-56	-49	-53	-53
9	-54	-46	-51	-51
10	-52	-43	-49	-48
11	-50	-39	-46	-45
12	-47	-35	-42	-42
13	-45	-30	-39	-39
14	-43	-26	-36	-36
15	-41	-22	-33	-33
16	-38	-17	-30	-30
17	-36	-12	-27	-26
18	-33	-7	-23	-22
19	-31	-2	-20	-19
20	-29	4	-17	-16
21	-26	9	-14	-12
22	-24	14	-11	-9
23	-21	20	-7	-5
24	-18	26	-2	0
25	-14	33	3	5
26	-9	40	9	11
27	-4	47	16	17
28	1	54	23	24
29	6	62	29	31
30	11	70	36	37
31	15	78	41	43
32	18	88	47	48
