depth	min	max	median	mean
0	-64	-64	-64	-64
1	-62	-57	-60	-60
2	-61	-51	-57	-57
3	-59	-45	-53	-53
4	-57	-39	-50	-49
5	-54	-33	-46	-45
6	-52	-27	-42	-41
7	-49	-22	-38	-38
8	-47	-15	-34	-34
9	-44	-10	-31	-30
10	-42	-3	-27	-26
11	-39	3	-23	-22
12	-36	9	-19	-17
13	-34	15	-15	-13
14	-31	22	-11	-9
15	-28	28	-6	-5
16	-26	34	-2	0
17	-23	40	2	4
18	-21	46	7	8
19	-18	53	11	13
20	-15	59	15	17
21	-12	65	20	22
22	-10	72	25	26
23	-7	78	29	31
24	-5	85	34	35
25	-3	91	38	40
26	-1	97	43	44
27	1	104	48	49
28	4	110	52	54
29	6	116	57	58
30	8	124	62	63
31	10	129	67	68
32	12	136	71	72
33	13	143	76	77
34	15	150	81	82
35	17	156	86	86
36	19	162	91	91
37	20	170	96	96
38	22	177	100	100
39	23	185	105	105
40	24	192	110	110
